cod_mun,Município,UF,Area equipada total   ,area_arroz,Area equipada por irrigação por Municipio (Café),Area equipada por Municipio (cana de açucar, Irrigada e Fertirrigada),Area equipada por irrigação por Municipio (Outras culturas),Area potencial de ser colhida irrigada por municipio por cultura  (Arroz ),Area potencial de ser colhida irrigada por municipio por cultura  (Café),Area potencial de ser colhida irrigada por municipio por cultura (Cana),Area potencial de ser colhida irrigada por municipio por cultura (Outras Culturas),Area potencial de ser colhida irrigada por municipio por cultura ,Valor da produção total do município (1000 R$) do Arroz ,Valor da produção total do município (1000 R$) do Café ,Valor da produção total do município (1000 R$) da cana de açucar (Irrigada e Fertirrigada) ,Valor da produção total do município (1000 R$) de Outras Culturas ,Valor da produção total do município (1000 R$) ,Area Colhida por municipio (ha) de arroz ,Area Colhida por municipio (ha) Café ,Area Colhida por municipio (ha) cana de açucar (Irrigada e Fertirrigada),Area Colhida  por municipio (ha) Outras Culturas  ,Area Colhida total  (ha) por municipio ,taxa_arroz,Taxa regional media de produção de Café (1000R$/ha) ,Taxa regional media de produção de Cana (1000R$/ha) ,Taxa regional media de produção de Demais culturas (1000R$/ha) ,Taxa regional media de produção (1000R$/ha) ,Produção irrigada por Municipio por cultura (Arroz) (1000 R$),Produção irrigada por Municipio por cultura (Café) (1000 R$),Produção irrigada por Municipio por cultura (Cana) (1000 R$),Produção irrigada por Municipio por cultura (Outras Culturas) (1000 R$),Produção irrigada por Municipio (1000 R$)
3162609,São João do Oriente,MG,1.090,0,0,0,1.090,0,0,0,2725,2725,"R$ 34,00",-,-,"R$ 2.727,00","R$ 2.761,00",3,-,-,128,131,"11,33333333",0,0,"21,3046875","21,07633588","R$ 0,00","R$ 0,00","R$ 0,00","R$ 58.055,27","R$ 58.055,27",
3162658,São João do Pacuí,MG,47,0,0,0,47,0,0,0,"117,5","117,5","R$ 2,00",-,"R$ 366,00","R$ 1.834,00","R$ 2.202,00",2,-,61,1149,1212,1,0,6,"1,596170583","1,816831683","R$ 0,00","R$ 0,00","R$ 0,00","R$ 187,55","R$ 187,55",
3162708,São João do Paraíso,MG,1.376,0,198,0,1.178,0,198,0,2945,3143,"R$ 58,00","R$ 20.251,00","R$ 5.242,00","R$ 5.416,00","R$ 30.967,00",30,265,780,2034,3109,"1,933333333","76,41886792","6,720512821","2,66273353","9,96043744","R$ 0,00","R$ 15.130,94","R$ 0,00","R$ 7.841,75","R$ 22.972,69",
3162807,São João Evangelista,MG,57,0,0,0,57,0,0,0,"142,5","142,5",-,"R$ 40,00","R$ 1.079,00","R$ 3.340,00","R$ 4.459,00",-,2,142,634,778,0,20,"7,598591549","5,268138801","5,731362468","R$ 0,00","R$ 0,00","R$ 0,00","R$ 750,71","R$ 750,71",
3162906,São João Nepomuceno,MG,24,0,0,0,24,0,0,0,60,60,"R$ 20,00",-,"R$ 473,00","R$ 2.367,00","R$ 2.860,00",2,-,45,140,187,10,0,"10,51111111","16,90714286","15,29411765","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.014,43","R$ 1.014,43",
3162922,São Joaquim de Bicas,MG,308,0,0,0,308,0,0,0,770,770,-,-,-,"R$ 4.009,00","R$ 4.009,00",-,-,-,40,40,0,0,0,"100,225","100,225","R$ 0,00","R$ 0,00","R$ 0,00","R$ 77.173,25","R$ 77.173,25",
3162948,São José da Barra,MG,1.339,0,890,0,449,0,890,0,"1122,5","2012,5",-,"R$ 127.804,00","R$ 4.052,00","R$ 53.219,00","R$ 185.075,00",-,3780,370,9042,13192,0,"33,81058201","10,95135135","5,885755364","14,02933596","R$ 0,00","R$ 30.091,42","R$ 0,00","R$ 6.606,76","R$ 36.698,18",
3162955,São José da Lapa,MG,0,0,0,0,0,0,0,0,0,0,-,-,-,"R$ 98,00","R$ 98,00",-,-,-,15,15,0,0,0,"6,533333333","6,533333333","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3163003,São José da Safira,MG,0,0,0,0,0,0,0,0,0,0,-,-,-,"R$ 441,00","R$ 441,00",-,-,-,89,89,0,0,0,"4,95505618","4,95505618","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3163102,São José da Varginha,MG,75,0,0,0,75,0,0,0,"187,5","187,5",-,-,-,"R$ 3.999,00","R$ 3.999,00",-,-,-,142,142,0,0,0,"28,16197183","28,16197183","R$ 0,00","R$ 0,00","R$ 0,00","R$ 5.280,37","R$ 5.280,37",
3163201,São José do Alegre,MG,0,0,0,0,0,0,0,0,0,0,-,"R$ 4.719,00","R$ 154,00","R$ 6.510,00","R$ 11.383,00",-,130,17,482,629,0,"36,3","9,058823529","13,50622407","18,09697933","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3163300,São José do Divino,MG,31,0,0,0,31,0,0,0,"77,5","77,5",-,"R$ 33,00","R$ 1.656,00","R$ 1.208,00","R$ 2.897,00",-,2,138,101,241,0,"16,5",12,"11,96039604","12,02074689","R$ 0,00","R$ 0,00","R$ 0,00","R$ 926,93","R$ 926,93",
3163409,São José do Goiabal,MG,0,0,0,0,0,0,0,0,0,0,-,"R$ 41,00","R$ 5.280,00","R$ 1.136,00","R$ 6.457,00",-,2,550,280,832,0,"20,5","9,6","4,057142857","7,760817308","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3163508,São José do Jacuri,MG,16,0,0,0,16,0,0,0,40,40,-,"R$ 1.388,00","R$ 264,00","R$ 1.923,00","R$ 3.575,00",-,31,40,467,538,0,"44,77419355","6,6","4,117773019","6,644981413","R$ 0,00","R$ 0,00","R$ 0,00","R$ 164,71","R$ 164,71",
3163607,São José do Mantimento,MG,31,0,0,0,31,0,0,0,"77,5","77,5","R$ 19,00","R$ 22.753,00","R$ 192,00","R$ 1.815,00","R$ 24.779,00",5,865,26,359,1255,"3,8","26,30404624","7,384615385","5,055710306","19,74422311","R$ 0,00","R$ 0,00","R$ 0,00","R$ 391,82","R$ 391,82",
3163706,São Lourenço,MG,0,0,0,0,0,0,0,0,0,0,-,"R$ 1.449,00",-,"R$ 128,00","R$ 1.577,00",-,50,-,14,64,0,"28,98",0,"9,142857143","24,640625","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3163805,São Miguel do Anta,MG,145,0,0,0,145,0,0,0,"362,5","362,5",-,"R$ 52.263,00",-,"R$ 5.741,00","R$ 58.004,00",-,1540,-,1116,2656,0,"33,93701299",0,"5,144265233","21,83885542","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.864,80","R$ 1.864,80",
3163904,São Pedro da União,MG,9,0,0,0,9,0,0,0,"22,5","22,5","R$ 17,00","R$ 168.575,00",-,"R$ 36.958,00","R$ 205.550,00",4,3800,-,5456,9260,"4,25","44,36184211",0,"6,773826979","22,19762419","R$ 0,00","R$ 0,00","R$ 0,00","R$ 152,41","R$ 152,41",
3164001,São Pedro dos Ferros,MG,53,0,0,18,35,0,0,18,"87,5","105,5",-,-,"R$ 19.880,00","R$ 940,00","R$ 20.820,00",-,-,2505,226,2731,0,0,"7,936127745","4,159292035","7,623581106","R$ 0,00","R$ 0,00","R$ 142,85","R$ 363,94","R$ 506,79",
3164100,São Pedro do Suaçuí,MG,0,0,0,0,0,0,0,0,0,0,-,"R$ 792,00","R$ 64,00","R$ 2.141,00","R$ 2.997,00",-,23,8,595,626,0,"34,43478261",8,"3,598319328","4,787539936","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3164209,São Romão,MG,6.531,0,0,0,6.532,0,0,0,16330,16330,"R$ 20,00",-,"R$ 344,00","R$ 134.809,00","R$ 135.173,00",5,-,40,15325,15370,4,0,"8,6","8,796672104","8,79459987","R$ 0,00","R$ 0,00","R$ 0,00","R$ 143.649,66","R$ 143.649,66",
3164308,São Roque de Minas,MG,94,0,0,0,94,0,0,0,235,235,-,"R$ 175.333,00","R$ 127,00","R$ 88.215,00","R$ 263.675,00",-,5400,16,9332,14748,0,"32,46907407","7,9375","9,452957565","17,87869542","R$ 0,00","R$ 0,00","R$ 0,00","R$ 2.221,45","R$ 2.221,45",
3164407,São Sebastião da Bela Vista,MG,60,0,0,0,60,0,0,0,150,150,-,"R$ 43.832,00",-,"R$ 10.319,00","R$ 54.151,00",-,1350,-,1306,2656,0,"32,46814815",0,"7,901225115","20,38817771","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.185,18","R$ 1.185,18",
3164431,São Sebastião da Vargem Alegre,MG,21,0,0,0,21,0,0,0,"52,5","52,5",-,"R$ 23.153,00",-,"R$ 3.027,00","R$ 26.180,00",-,850,-,215,1065,0,"27,23882353",0,"14,07906977","24,58215962","R$ 0,00","R$ 0,00","R$ 0,00","R$ 739,15","R$ 739,15",
3164472,São Sebastião do Anta,MG,34,0,0,0,34,0,0,0,85,85,-,"R$ 89.262,00",-,"R$ 5.661,00","R$ 94.923,00",-,2205,-,384,2589,0,"40,48163265",0,"14,7421875","36,66396292","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.253,09","R$ 1.253,09",
3164506,São Sebastião do Maranhão,MG,34,0,6,0,28,0,6,0,70,76,"R$ 5,00","R$ 3.368,00","R$ 1.400,00","R$ 2.704,00","R$ 7.477,00",1,118,200,830,1149,5,"28,54237288",7,"3,257831325","6,507397737","R$ 0,00","R$ 171,25","R$ 0,00","R$ 228,05","R$ 399,30",
3164605,São Sebastião do Oeste,MG,0,0,0,0,0,0,0,0,0,0,-,-,"R$ 95,00","R$ 2.040,00","R$ 2.135,00",-,-,12,378,390,0,0,"7,916666667","5,396825397","5,474358974","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3164704,São Sebastião do Paraíso,MG,2.231,0,134,859,1.238,0,134,859,3095,4088,-,"R$ 326.970,00","R$ 27.324,00","R$ 165.499,00","R$ 519.793,00",-,12000,2750,7530,22280,0,"27,2475","9,936","21,97861886","23,33002693","R$ 0,00","R$ 3.651,17","R$ 8.535,02","R$ 68.023,83","R$ 80.210,01",
3164803,São Sebastião do Rio Preto,MG,0,0,0,0,0,0,0,0,0,0,-,-,"R$ 40,00","R$ 647,00","R$ 687,00",-,-,4,173,177,0,0,10,"3,739884393","3,881355932","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3164902,São Sebastião do Rio Verde,MG,0,0,0,0,0,0,0,0,0,0,"R$ 306,00",-,-,"R$ 1.839,00","R$ 2.145,00",50,-,-,264,314,"6,12",0,0,"6,965909091","6,831210191","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3165008,São Tiago,MG,0,0,0,0,0,0,0,0,0,0,-,"R$ 12.238,00","R$ 673,00","R$ 16.989,00","R$ 29.900,00",-,380,52,2110,2542,0,"32,20526316","12,94230769","8,051658768","11,76239182","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3165107,São Tomás de Aquino,MG,5,0,5,0,0,0,5,0,0,5,"R$ 191,00","R$ 279.067,00","R$ 15.904,00","R$ 12.940,00","R$ 308.102,00",55,8310,1400,1488,11253,"3,472727273","33,5820698","11,36","8,696236559","27,37954323","R$ 0,00","R$ 167,91","R$ 0,00","R$ 0,00","R$ 167,91",
3165206,São Thomé das Letras,MG,6,0,0,0,6,0,0,0,15,15,-,"R$ 65.078,00",-,"R$ 13.009,00","R$ 78.087,00",-,1380,-,2038,3418,0,"47,15797101",0,"6,383218842","22,84581627","R$ 0,00","R$ 0,00","R$ 0,00","R$ 95,75","R$ 95,75",
3165305,São Vicente de Minas,MG,160,0,0,0,160,0,0,0,400,400,-,-,"R$ 365,00","R$ 134.955,00","R$ 135.320,00",-,-,34,14946,14980,0,0,"10,73529412","9,029506222","9,033377837","R$ 0,00","R$ 0,00","R$ 0,00","R$ 3.611,80","R$ 3.611,80",
3165404,Sapucaí-Mirim,MG,62,0,0,0,62,0,0,0,155,155,-,-,-,"R$ 3.457,00","R$ 3.457,00",-,-,-,160,160,0,0,0,"21,60625","21,60625","R$ 0,00","R$ 0,00","R$ 0,00","R$ 3.348,97","R$ 3.348,97",
3165503,Sardoá,MG,0,0,0,0,0,0,0,0,0,0,-,"R$ 261,00","R$ 79,00","R$ 1.174,00","R$ 1.514,00",-,14,11,226,251,0,"18,64285714","7,181818182","5,194690265","6,03187251","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3165537,Sarzedo,MG,260,0,0,0,260,0,0,0,650,650,-,-,-,"R$ 381,00","R$ 381,00",-,-,-,46,46,0,0,0,"8,282608696","8,282608696","R$ 0,00","R$ 0,00","R$ 0,00","R$ 5.383,70","R$ 5.383,70",
3165552,Setubinha,MG,110,0,68,0,42,0,68,0,105,173,"R$ 8,00","R$ 17.414,00","R$ 624,00","R$ 1.986,00","R$ 20.032,00",3,840,100,789,1732,"2,666666667","20,73095238","6,24","2,517110266","11,56581986","R$ 0,00","R$ 1.409,70","R$ 0,00","R$ 264,30","R$ 1.674,00",
3165560,Sem-Peixe,MG,43,0,0,0,43,0,0,0,"107,5","107,5",-,-,"R$ 2.295,00","R$ 1.186,00","R$ 3.481,00",-,-,250,171,421,0,0,"9,18","6,935672515","8,268408551","R$ 0,00","R$ 0,00","R$ 0,00","R$ 745,58","R$ 745,58",
3165578,Senador Amaral,MG,454,0,0,0,454,0,0,0,1135,1135,-,-,-,"R$ 57.291,00","R$ 57.291,00",-,-,-,978,978,0,0,0,"58,5797546","58,5797546","R$ 0,00","R$ 0,00","R$ 0,00","R$ 66.488,02","R$ 66.488,02",
3165602,Senador Cortes,MG,0,0,0,0,0,0,0,0,0,0,-,-,-,"R$ 396,00","R$ 396,00",-,-,-,11,11,0,0,0,36,36,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3165701,Senador Firmino,MG,0,0,0,0,0,0,0,0,0,0,-,"R$ 3.457,00","R$ 673,00","R$ 1.391,00","R$ 5.521,00",-,92,85,292,469,0,"37,57608696","7,917647059","4,76369863","11,77185501","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3165800,Senador José Bento,MG,0,0,0,0,0,0,0,0,0,0,-,"R$ 7.585,00",-,"R$ 9.144,00","R$ 16.729,00",-,400,-,423,823,0,"18,9625",0,"21,61702128","20,32685298","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3165909,Senador Modestino Gonçalves,MG,133,0,65,0,68,0,65,0,170,235,-,"R$ 3.830,00","R$ 1.224,00","R$ 4.583,00","R$ 9.637,00",-,75,160,858,1093,0,"51,06666667","7,65","5,341491841","8,817017383","R$ 0,00","R$ 3.319,33","R$ 0,00","R$ 908,05","R$ 4.227,39",
3166006,Senhora de Oliveira,MG,0,0,0,0,0,0,0,0,0,0,-,"R$ 4.711,00","R$ 266,00","R$ 1.390,00","R$ 6.367,00",-,120,35,390,545,0,"39,25833333","7,6","3,564102564","11,68256881","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3166105,Senhora do Porto,MG,0,0,0,0,0,0,0,0,0,0,-,-,-,"R$ 940,00","R$ 940,00",-,-,-,123,123,0,0,0,"7,642276423","7,642276423","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3166204,Senhora dos Remédios,MG,46,0,0,0,46,0,0,0,115,115,"R$ 137,00","R$ 1.130,00","R$ 1.051,00","R$ 14.578,00","R$ 16.896,00",35,30,130,2772,2967,"3,914285714","37,66666667","8,084615385","5,259018759","5,694641052","R$ 0,00","R$ 0,00","R$ 0,00","R$ 604,79","R$ 604,79",
3166303,Sericita,MG,0,0,0,0,0,0,0,0,0,0,-,"R$ 155.790,00",-,"R$ 1.245,00","R$ 157.035,00",-,5800,-,408,6208,0,"26,86034483",0,"3,051470588","25,29558634","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3166402,Seritinga,MG,0,0,0,0,0,0,0,0,0,0,-,-,"R$ 188,00","R$ 450,00","R$ 638,00",-,-,30,86,116,0,0,"6,266666667","5,23255814","5,5","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3166501,Serra Azul de Minas,MG,0,0,0,0,0,0,0,0,0,0,-,-,-,"R$ 613,00","R$ 613,00",-,-,-,178,178,0,0,0,"3,443820225","3,443820225","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3166600,Serra da Saudade,MG,67,0,0,0,67,0,0,0,"167,5","167,5",-,-,-,"R$ 118,00","R$ 118,00",-,-,-,27,27,0,0,0,"4,37037037","4,37037037","R$ 0,00","R$ 0,00","R$ 0,00","R$ 732,04","R$ 732,04",
3166709,Serra dos Aimorés,MG,136,0,0,128,8,0,0,128,20,148,-,-,"R$ 32.085,00","R$ 880,00","R$ 32.965,00",-,-,3450,90,3540,0,0,"9,3","9,777777778","9,312146893","R$ 0,00","R$ 0,00","R$ 1.190,40","R$ 195,56","R$ 1.385,96",
3166808,Serra do Salitre,MG,7.066,0,4.725,0,2.340,0,4725,0,5850,10575,-,"R$ 512.344,00",-,"R$ 253.718,00","R$ 766.062,00",-,16000,-,31937,47937,0,"32,0215",0,"7,944327896","15,98059954","R$ 0,00","R$ 151.301,59","R$ 0,00","R$ 46.474,32","R$ 197.775,91",
3166907,Serrania,MG,573,0,0,0,573,0,0,0,"1432,5","1432,5",-,"R$ 92.077,00","R$ 7.656,00","R$ 12.105,00","R$ 111.838,00",-,3300,600,1875,5775,0,"27,90212121","12,76","6,456","19,36588745","R$ 0,00","R$ 0,00","R$ 0,00","R$ 9.248,22","R$ 9.248,22",
3166956,Serranópolis de Minas,MG,199,0,6,0,193,0,6,0,"482,5","488,5",-,"R$ 929,00","R$ 19,00","R$ 1.362,00","R$ 2.310,00",-,20,2,364,386,0,"46,45","9,5","3,741758242","5,984455959","R$ 0,00","R$ 278,70","R$ 0,00","R$ 1.805,40","R$ 2.084,10",
3167004,Serranos,MG,0,0,0,0,0,0,0,0,0,0,-,-,"R$ 250,00","R$ 7.042,00","R$ 7.292,00",-,-,37,690,727,0,0,"6,756756757","10,2057971","10,03026135","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3167103,Serro,MG,0,0,0,0,0,0,0,0,0,0,"R$ 2,00","R$ 1.115,00","R$ 1.797,00","R$ 1.877,00","R$ 4.791,00",1,80,172,402,655,2,"13,9375","10,44767442","4,669154229","7,314503817","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3167202,Sete Lagoas,MG,829,0,0,0,829,0,0,0,"2072,5","2072,5",-,-,"R$ 360,00","R$ 5.776,00","R$ 6.136,00",-,-,36,1027,1063,0,0,10,"5,624148004","5,772342427","R$ 0,00","R$ 0,00","R$ 0,00","R$ 11.656,05","R$ 11.656,05",
3167301,Silveirânia,MG,13,0,0,0,13,0,0,0,"32,5","32,5",-,"R$ 41,00","R$ 305,00","R$ 186,00","R$ 532,00",-,2,29,40,71,0,"20,5","10,51724138","4,65","7,492957746","R$ 0,00","R$ 0,00","R$ 0,00","R$ 151,13","R$ 151,13",
3167400,Silvianópolis,MG,29,0,0,0,29,0,0,0,"72,5","72,5",-,"R$ 54.482,00",-,"R$ 43.400,00","R$ 97.882,00",-,1560,-,4531,6091,0,"34,92435897",0,"9,578459501","16,06993925","R$ 0,00","R$ 0,00","R$ 0,00","R$ 694,44","R$ 694,44",
3167509,Simão Pereira,MG,50,0,0,0,50,0,0,0,125,125,-,-,"R$ 31,00","R$ 817,00","R$ 848,00",-,-,3,62,65,0,0,"10,33333333","13,17741935","13,04615385","R$ 0,00","R$ 0,00","R$ 0,00","R$ 1.647,18","R$ 1.647,18",
3167608,Simonésia,MG,92,0,0,0,92,0,0,0,230,230,-,"R$ 265.200,00","R$ 118,00","R$ 9.439,00","R$ 274.757,00",-,11050,14,1022,12086,0,24,"8,428571429","9,235812133","22,7334933","R$ 0,00","R$ 0,00","R$ 0,00","R$ 2.124,24","R$ 2.124,24",
3167707,Sobrália,MG,296,0,0,0,296,0,0,0,740,740,"R$ 10,00",-,-,"R$ 830,00","R$ 840,00",5,-,-,95,100,2,0,0,"8,736842105","8,4","R$ 0,00","R$ 0,00","R$ 0,00","R$ 6.465,26","R$ 6.465,26",
3167806,Soledade de Minas,MG,4,0,0,0,4,0,0,0,10,10,-,"R$ 9.450,00",-,"R$ 2.528,00","R$ 11.978,00",-,300,-,378,678,0,"31,5",0,"6,687830688","17,66666667","R$ 0,00","R$ 0,00","R$ 0,00","R$ 66,88","R$ 66,88",
3167905,Tabuleiro,MG,35,0,0,0,35,0,0,0,"87,5","87,5",-,-,-,"R$ 889,00","R$ 889,00",-,-,-,82,82,0,0,0,"10,84146341","10,84146341","R$ 0,00","R$ 0,00","R$ 0,00","R$ 948,63","R$ 948,63",
3168002,Taiobeiras,MG,2.211,0,775,0,1436,0,775,0,3590,4365,-,"R$ 43.981,00","R$ 513,00","R$ 9.967,00","R$ 54.461,00",-,630,74,614,1318,0,"69,81111111","6,932432432","16,23289902","41,32094082","R$ 0,00","R$ 54.103,61","R$ 0,00","R$ 58.276,11","R$ 112.379,72",
3168051,Taparuba,MG,230,0,23,0,207,0,23,0,"517,5","540,5","R$ 27,00","R$ 6.253,00","R$ 486,00","R$ 528,00","R$ 7.294,00",7,132,75,86,300,"3,857142857","47,37121212","6,48","6,139534884","24,31333333","R$ 0,00","R$ 1.089,54","R$ 0,00","R$ 3.177,21","R$ 4.266,75",
3168101,Tapira,MG,1.013,0,0,0,1.013,0,0,0,"2532,5","2532,5",-,"R$ 18.293,00",-,"R$ 225.790,00","R$ 244.083,00",-,450,-,8434,8884,0,"40,65111111",0,"26,77140147","27,47444845","R$ 0,00","R$ 0,00","R$ 0,00","R$ 67.798,57","R$ 67.798,57",
3168200,Tapiraí,MG,704,0,314,0,390,0,314,0,975,1289,-,"R$ 71.475,00",-,"R$ 9.062,00","R$ 80.537,00",-,1613,-,1276,2889,0,"44,31184129",0,"7,101880878","27,87712011","R$ 0,00","R$ 13.913,92","R$ 0,00","R$ 6.924,33","R$ 20.838,25",
3168309,Taquaraçu de Minas,MG,32,0,0,0,32,0,0,0,80,80,-,-,"R$ 240,00","R$ 12.485,00","R$ 12.725,00",-,-,24,272,296,0,0,10,"45,90073529","42,98986486","R$ 0,00","R$ 0,00","R$ 0,00","R$ 3.672,06","R$ 3.672,06",
3168408,Tarumirim,MG,789,0,0,0,789,0,0,0,"1972,5","1972,5","R$ 29,00","R$ 229,00","R$ 292,00","R$ 2.447,00","R$ 2.997,00",10,14,48,390,462,"2,9","16,35714286","6,083333333","6,274358974","6,487012987","R$ 0,00","R$ 0,00","R$ 0,00","R$ 12.376,17","R$ 12.376,17",
3168507,Teixeiras,MG,42,0,0,0,42,0,0,0,105,105,-,"R$ 33.727,00",-,"R$ 7.222,00","R$ 40.949,00",-,1020,-,983,2003,0,"33,06568627",0,"7,346897253","20,44383425","R$ 0,00","R$ 0,00","R$ 0,00","R$ 771,42","R$ 771,42",
3168606,Teófilo Otoni,MG,1.460,0,0,0,1.460,0,0,0,3650,3650,-,"R$ 405,00","R$ 1.429,00","R$ 18.742,00","R$ 20.576,00",-,20,188,1769,1977,0,"20,25","7,60106383","10,59468626","10,40768842","R$ 0,00","R$ 0,00","R$ 0,00","R$ 38.670,60","R$ 38.670,60",
3168705,Timóteo,MG,0,0,0,0,0,0,0,0,0,0,-,-,-,"R$ 198,00","R$ 198,00",-,-,-,9,9,0,0,0,22,22,"R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00","R$ 0,00",
3168804,Tiradentes,MG,18,0,0,0,18,0,0,0,45,45,-,-,"R$ 47,00","R$ 4.626,00","R$ 4.673,00",-,-,5,543,548,0,0,"9,4","8,519337017","8,527372263","R$ 0,00","R$ 0,00","R$ 0,00","R$ 383,37","R$ 383,37",
3168903,Tiros,MG,920,0,139,0,781,0,139,0,"1952,5","2091,5",-,"R$ 80.340,00","R$ 79,00","R$ 81.864,00","R$ 162.283,00",-,2060,6,5720,7786,0,39,"13,16666667","14,31188811","20,8429232","R$ 0,00","R$ 5.421,00","R$ 0,00","R$ 27.943,96","R$ 33.364,96",
3169000,Tocantins,MG,609,0,0,0,609,0,0,0,"1522,5","1522,5",-,-,"R$ 170,00","R$ 50.443,00","R$ 50.613,00",-,-,29,1395,1424,0,0,"5,862068966","36,15985663","35,54283708","R$ 0,00","R$ 0,00","R$ 0,00","R$ 55.053,38","R$ 55.053,38",
3169059,Tocos do Moji,MG,234,0,0,0,234,0,0,0,585,585,-,"R$ 11.716,00",-,"R$ 4.090,00","R$ 15.806,00",-,354,-,282,636,0,"33,0960452",0,"14,5035461","24,85220126","R$ 0,00","R$ 0,00","R$ 0,00","R$ 8.484,57","R$ 8.484,57",
3169109,Toledo,MG,641,0,0,0,641,0,0,0,"1602,5","1602,5",-,-,"R$ 118,00","R$ 18.462,00","R$ 18.580,00",-,-,15,871,886,0,0,"7,866666667","21,19632606","20,97065463","R$ 0,00","R$ 0,00","R$ 0,00","R$ 33.967,11","R$ 33.967,11",
3169208,Tombos,MG,33,0,0,0,33,0,0,0,"82,5","82,5","R$ 20,00","R$ 47.899,00","R$ 528,00","R$ 1.983,00","R$ 50.430,00",4,1630,66,289,1989,5,"29,38588957",8,"6,861591696","25,35444947","R$ 0,00","R$ 0,00","R$ 0,00","R$ 566,08","R$ 566,08",
3169307,Três Corações,MG,746,0,92,0,654,0,92,0,1635,1727,-,"R$ 308.763,00",-,"R$ 301.411,00","R$ 610.174,00",-,8700,-,46815,55515,0,"35,49",0,"6,438342412","10,99115554","R$ 0,00","R$ 3.265,08","R$ 0,00","R$ 10.526,69","R$ 13.791,77",
3169356,Três Marias,MG,1.336,0,0,0,1.336,0,0,0,3340,3340,-,-,"R$ 595,00","R$ 43.027,00","R$ 43.622,00",-,-,68,5553,5621,0,0,"8,75","7,748424275","7,760540829","R$ 0,00","R$ 0,00","R$ 0,00","R$ 25.879,74","R$ 25.879,74",
3169406,Três Pontas,MG,406,0,82,0,324,0,82,0,810,892,-,"R$ 511.113,00","R$ 51,00","R$ 24.649,00","R$ 535.813,00",-,17571,5,4086,21662,0,"29,08844118","10,2","6,032550171","24,73515834","R$ 0,00","R$ 2.385,25","R$ 0,00","R$ 4.886,37","R$ 7.271,62",
3169505,Tumiritinga,MG,215,0,0,0,215,0,0,0,"537,5","537,5",-,-,"R$ 134,00","R$ 1.300,00","R$ 1.434,00",-,-,21,233,254,0,0,"6,380952381","5,579399142","5,645669291","R$ 0,00","R$ 0,00","R$ 0,00","R$ 2.998,93","R$ 2.998,93",
3169604,Tupaciguara,MG,10.246,0,117,5.733,4.396,0,117,5733,10990,16840,-,"R$ 12.397,00","R$ 176.190,00","R$ 386.930,00","R$ 575.517,00",-,191,15570,63312,79073,0,"64,90575916","11,31599229","6,111479656","7,278299799","R$ 0,00","R$ 7.593,97","R$ 64.874,58","R$ 67.165,16","R$ 139.633,72",
3169703,Turmalina,MG,1.379,0,524,0,855,0,524,0,"2137,5","2661,5","R$ 10,00","R$ 24.441,00","R$ 1.184,00","R$ 2.298,00","R$ 27.933,00",4,650,185,337,1176,"2,5","37,60153846","6,4","6,818991098","23,75255102","R$ 0,00","R$ 19.703,21","R$ 0,00","R$ 14.575,59","R$ 34.278,80",
3169802,Turvolândia,MG,342,0,0,0,342,0,0,0,855,855,-,"R$ 48.724,00","R$ 364,00","R$ 134.191,00","R$ 183.279,00",-,1600,32,3262,4894,0,"30,4525","11,375","41,13764562","37,44973437","R$ 0,00","R$ 0,00","R$ 0,00","R$ 35.172,69","R$ 35.172,69",
