fid,COBACIA,cod_setor,tipo_setor,cod_mun,mun_nm,uf,situacao_setor,disp_q95,dem_ret_ano,dem_acm,bal_perc,disp/dem,,,,dmu_nu_popurbana,ihu_nu_popriscoinerente,ihu_nu_popriscoposdeficit,ihu_nu_popriscototal,ihu_cs_ish,area_setor,area_otto,area_scbc,deman_indus,densidade,pop_urb_scbc,pop_urb_bacia,perc_scbc,ihu_rel,ire_cs_hum,
Chave primária única da poção do setor cencitário,Código da respectiva ottobacia (BHO 2017) onde está a porção do setor censitário.,Código IBGE da porção do setor cencitário,Tipo de setor censitário (rural,Código do município,Nome do município,Unidade da Federação,"Situação do setor, se é urbana (1, 2 e 3) ou rural (demais valores)",disp_q95,dem_ret20,dem_acm,bal_perc,Inverso do balaço Hídrico (adm),Fator iminente,Fator pós deificit,Fator de Risco ,VAB - Municipio ,VAB (mil R$) Risco inerente, Valor de população (nº habitantes) em risco pós-déficit., Valor de população (nº habitantes) em risco total.,Classe (1-5) do Índice de Segurança Hídrica do município associado à sua população urbana (depende da projeção da população urbana de 2035),Área total do setor censitário (km²) ,Área total da ottobacia (km²) ,Área do setor censitário interno à ottobacia (km²),Demanda industrial por BHO (m³/s) (tabela balanços  2020),Densidade da demanda industrial na BHO (m³/s . km²) (tabela balanços 2020),Demanda industrial estimada da porção do setor cencitário interno à ottobacia (m³/s) ,Demanda industrial estimada para a ottobacia (m³/s) ,Percentual da demanda industrial na porção do setor cencitário que está na ottobacia em relação à demanda industrial total da ottobacia,Classe (1-5) do Índice de Segurança Hídrica associado à população urbana da porção do setor censitário interno a cada ottobacia.,Classe (1-5) do Índice de Segurança Hídrica da ottobacia associado à sua população urbana.,
25,77618747,320010205000014,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,064","0,001","0,001","0,892","112,1188526","0,000","0,000","0,000",48.980,1,0,1,"5,00","43,25395984","15,41486453","0,224",0,0,0,0,0,"0,000","0,000",#N/A
26,7761885,320010205000014,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,415","0,014","0,104","25,186","3,970452577","0,021","0,000","0,021",48.980,1.036,0,1.036,"3,00","43,25395984","14,70934397","0,066",0,0,0,0,0,"0,000","0,000",#N/A
27,7761892,320010205000014,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,083","0,005","0,005","6,633","15,07588978","0,001","0,000","0,001",48.980,72,0,72,"3,00","43,25395984","19,94445926","19,701",0,0,0,0,0,"0,000","0,000",#N/A
28,7761896,320010205000014,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,078","0,015","0,015","19,754","5,062163569","0,013","0,000","0,013",48.980,637,0,637,"3,00","43,25395984","18,78872981","0,007",0,0,0,0,0,"0,000","0,000",#N/A
29,77618741,320010205000014,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,328","0,008","0,023","7,018","14,24959527","0,002","0,000","0,002",48.980,80,0,80,"3,00","43,25395984","8,876456731","0,018",0,0,0,0,0,"0,000","0,000",#N/A
30,77618951,320010205000014,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,635","0,000","0,097","15,213","6,573150844","0,008","0,000","0,008",48.980,378,0,378,"3,00","43,25395984","4,10414405","0,134",0,0,0,0,0,"0,000","0,000",#N/A
31,7761875,320010205000014,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"2,060","0,003","0,354","17,171","5,823657968","0,010","0,000","0,010",48.980,481,0,481,"3,00","43,25395984","7,532201575","0,04",0,0,0,0,0,"0,000","0,000",#N/A
32,7761891,320010205000014,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"1,063","0,039","0,157","14,801","6,756240828","0,007","0,000","0,007",48.980,358,0,358,"3,00","43,25395984","14,185514","5,054",0,0,0,0,0,"0,000","0,000",#N/A
33,77618952,320010205000014,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,029","0,000","0,000","0,856","116,8766174","0,000","0,000","0,000",48.980,1,0,1,"5,00","43,25395984","6,972290287","0,106",0,0,0,0,0,"0,000","0,000",#N/A
34,7761893,320010205000014,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,922","0,000","0,113","12,216","8,18621387","0,005","0,000","0,005",48.980,244,0,244,"3,00","43,25395984","4,960294806","2,753",0,0,0,0,0,"0,000","0,000",#N/A
35,77618746,320010205000014,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,030","0,000","0,000","1,037","96,4259384","0,000","0,000","0,000",48.980,2,0,2,"5,00","43,25395984","7,190958538","0,072",0,0,0,0,0,"0,000","0,000",#N/A
36,7761842,320010205000015,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,038","0,003","0,003","7,136","14,01440428","0,002","0,000","0,002",48.980,83,0,83,"3,00","28,93147498","9,169406532","0,426",0,0,0,0,0,"0,000","0,000",#N/A
37,7761846,320010205000015,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,121","0,018","0,018","15,009","6,662727717","0,008","0,000","0,008",48.980,368,0,368,"3,00","28,93147498","29,28586492","0,48",0,0,0,0,0,"0,000","0,000",#N/A
38,77618723,320010205000015,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,048","0,003","0,003","5,412","18,47786259","0,001","0,000","0,001",48.980,48,0,48,"3,00","28,93147498","11,54897345","11,412",0,0,0,0,0,"0,000","0,000",#N/A
39,77618717,320010205000015,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"2,545","0,006","0,389","15,297","6,537391591","0,008","0,000","0,008",48.980,382,0,382,"3,00","28,93147498","8,001401319","0,011",0,0,0,0,0,"0,000","0,000",#N/A
40,77618721,320010205000015,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,117","0,002","0,005","4,145","24,12538711","0,001","0,000","0,001",48.980,28,0,28,"3,00","28,93147498","7,645517396","7,273",0,0,0,0,0,"0,000","0,000",#N/A
41,77618722,320010205000015,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,038","0,000","0,000","0,796","125,5495477","0,000","0,000","0,000",48.980,1,0,1,"5,00","28,93147498","9,117857331","8,83",0,0,0,0,0,"0,000","0,000",#N/A
42,7761875,320010205000015,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"2,060","0,003","0,354","17,171","5,823657968","0,010","0,000","0,010",48.980,481,0,481,"3,00","28,93147498","7,532201575","0,115",0,0,0,0,0,"0,000","0,000",#N/A
43,77618712,320010205000015,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,031","0,000","0,000","0,859","116,4805981","0,000","0,000","0,000",48.980,1,0,1,"5,00","28,93147498","7,364809749","0,181",0,0,0,0,0,"0,000","0,000",#N/A
44,77618781,320010205000015,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,147","0,008","0,036","24,511","4,079779032","0,020","0,000","0,020",48.980,981,0,981,"3,00","28,93147498","12,35846499","0,063","0,0000847","0,00000685360197","0,0000004317769241","0,00008469681314","0,005097720473","0,015","3,000",Médio
45,77618782,320010205000015,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,026","0,010","0,010","39,673","2,520616539","0,052","0,000","0,052",48.980,2.570,0,2.570,"3,00","28,93147498","6,176753509","0,131",0,0,0,0,0,"0,000","0,000",#N/A
46,7761873,320010205000015,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"2,395","0,002","0,378","15,803","6,328094903","0,008","0,000","0,008",48.980,408,0,408,"3,00","28,93147498","1,554857374","0,008",0,0,0,0,0,"0,000","0,000",#N/A
47,7761876,320010205000016,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,071","0,014","0,014","20,243","4,940042626","0,014","0,000","0,014",48.980,669,0,669,"3,00","30,21045933","17,03928558","0,291","0,00000209","0,0000001226577247","0,00000003569339789","0,000002089964971","0,01707818081","0,051","3,000",Médio
48,77618747,320010205000016,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,064","0,001","0,001","0,892","112,1188526","0,000","0,000","0,000",48.980,1,0,1,"5,00","30,21045933","15,41486453","14,547",0,0,0,0,0,"0,000","0,000",#N/A
49,77618745,320010205000016,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,118","0,000","0,001","0,987","101,3164211","0,000","0,000","0,000",48.980,2,0,2,"5,00","30,21045933","5,903254563","5,468",0,0,0,0,0,"0,000","0,000",#N/A
50,7761892,320010205000016,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,083","0,005","0,005","6,633","15,07588978","0,001","0,000","0,001",48.980,72,0,72,"3,00","30,21045933","19,94445926","0,042",0,0,0,0,0,"0,000","0,000",#N/A
51,77618741,320010205000016,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,328","0,008","0,023","7,018","14,24959527","0,002","0,000","0,002",48.980,80,0,80,"3,00","30,21045933","8,876456731","0,305",0,0,0,0,0,"0,000","0,000",#N/A
52,77618743,320010205000016,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,176","0,001","0,002","1,245","80,30091926","0,000","0,000","0,000",48.980,3,0,3,"5,00","30,21045933","3,878138721","1,891",0,0,0,0,0,"0,000","0,000",#N/A
53,77618744,320010205000016,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,042","0,000","0,000","0,767","130,3744074","0,000","0,000","0,000",48.980,1,0,1,"5,00","30,21045933","10,0836146","0,127",0,0,0,0,0,"0,000","0,000",#N/A
54,77618694,320010205000016,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,072","0,045","0,045","62,880","1,590327954","0,132","0,000","0,132",48.980,6.455,0,6.455,"2,00","30,21045933","17,35419788",0,0,0,0,0,0,"0,000","0,000",#N/A
55,776187423,320010205000016,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,046","0,001","0,001","2,052","48,73623478","0,000","0,000","0,000",48.980,7,0,7,"5,00","30,21045933","11,1861034","0,399",0,0,0,0,0,"0,000","0,000",#N/A
56,77618693,320010205000016,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,603","0,002","0,069","11,366","8,798433501","0,004","0,000","0,004",48.980,211,0,211,"3,00","30,21045933","8,607971012","0,022",0,0,0,0,0,"0,000","0,000",#N/A
57,77618746,320010205000016,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,030","0,000","0,000","1,037","96,4259384","0,000","0,000","0,000",48.980,2,0,2,"5,00","30,21045933","7,190958538","7,117",0,0,0,0,0,"0,000","0,000",#N/A
58,776187421,320010205000016,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,115","0,007","0,013","11,195","8,932472303","0,004","0,000","0,004",48.980,205,0,205,"3,00","30,21045933","8,596874443","0,002",0,0,0,0,0,"0,000","0,000",#N/A
59,7761876,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,071","0,014","0,014","20,243","4,940042626","0,014","0,000","0,014",48.980,669,0,669,"3,00","21,14824693","17,03928558","0,737","0,00000209","0,0000001226577247","0,00000009039874311","0,000002089964971","0,04325298714","0,130","3,000",Médio
60,77618745,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,118","0,000","0,001","0,987","101,3164211","0,000","0,000","0,000",48.980,2,0,2,"5,00","21,14824693","5,903254563","0,009",0,0,0,0,0,"0,000","0,000",#N/A
61,776187163,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,029","0,005","0,005","16,063","6,225375668","0,009","0,000","0,009",48.980,421,0,421,"3,00","21,14824693","7,070060083","0,074",0,0,0,0,0,"0,000","0,000",#N/A
62,7761877,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"1,959","0,001","0,336","17,160","5,827537251","0,010","0,000","0,010",48.980,481,0,481,"3,00","21,14824693","1,827402027","1,419","0,000044","0,00002407789821","0,00003416653756","0,00004399032003","0,7765122174","2,330","2,999",Médio
63,77618741,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,328","0,008","0,023","7,018","14,24959527","0,002","0,000","0,002",48.980,80,0,80,"3,00","21,14824693","8,876456731","8,493",0,0,0,0,0,"0,000","0,000",#N/A
64,77618717,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"2,545","0,006","0,389","15,297","6,537391591","0,008","0,000","0,008",48.980,382,0,382,"3,00","21,14824693","8,001401319","0,123",0,0,0,0,0,"0,000","0,000",#N/A
65,77618743,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,176","0,001","0,002","1,245","80,30091926","0,000","0,000","0,000",48.980,3,0,3,"5,00","21,14824693","3,878138721","0,035",0,0,0,0,0,"0,000","0,000",#N/A
66,77618721,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,117","0,002","0,005","4,145","24,12538711","0,001","0,000","0,001",48.980,28,0,28,"3,00","21,14824693","7,645517396","0,175",0,0,0,0,0,"0,000","0,000",#N/A
67,7761879,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,449,0,449,"3,00","21,14824693","5,412990806","0,066","0,000417","0,00007703689419","0,000005084435017","0,0004168466345","0,01219288973","0,037","2,999",Médio
68,7761875,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"2,060","0,003","0,354","17,171","5,823657968","0,010","0,000","0,010",48.980,481,0,481,"3,00","21,14824693","7,532201575","7,343",0,0,0,0,0,"0,000","0,000",#N/A
69,77618781,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,147","0,008","0,036","24,511","4,079779032","0,020","0,000","0,020",48.980,981,0,981,"3,00","21,14824693","12,35846499","0,888","0,0000847","0,00000685360197","0,000006085998549","0,00008469681314","0,07185358382","0,216","3,000",Médio
70,7761873,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"2,395","0,002","0,378","15,803","6,328094903","0,008","0,000","0,008",48.980,408,0,408,"3,00","21,14824693","1,554857374","1,486",0,0,0,0,0,"0,000","0,000",#N/A
71,77618746,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,030","0,000","0,000","1,037","96,4259384","0,000","0,000","0,000",48.980,2,0,2,"5,00","21,14824693","7,190958538","0,002",0,0,0,0,0,"0,000","0,000",#N/A
72,776187421,320010205000017,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,115","0,007","0,013","11,195","8,932472303","0,004","0,000","0,004",48.980,205,0,205,"3,00","21,14824693","8,596874443","0,298",0,0,0,0,0,"0,000","0,000",#N/A
73,77618747,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,064","0,001","0,001","0,892","112,1188526","0,000","0,000","0,000",48.980,1,0,1,"5,00","39,08970393","15,41486453","0,091",0,0,0,0,0,"0,000","0,000",#N/A
74,77618745,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,118","0,000","0,001","0,987","101,3164211","0,000","0,000","0,000",48.980,2,0,2,"5,00","39,08970393","5,903254563","0,427",0,0,0,0,0,"0,000","0,000",#N/A
75,776187163,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,029","0,005","0,005","16,063","6,225375668","0,009","0,000","0,009",48.980,421,0,421,"3,00","39,08970393","7,070060083","0,249",0,0,0,0,0,"0,000","0,000",#N/A
76,77618741,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,328","0,008","0,023","7,018","14,24959527","0,002","0,000","0,002",48.980,80,0,80,"3,00","39,08970393","8,876456731","0,001",0,0,0,0,0,"0,000","0,000",#N/A
77,77618636,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,055","0,006","0,006","10,877","9,194124071","0,004","0,000","0,004",48.980,193,0,193,"3,00","39,08970393","13,34744771","0,006",0,0,0,0,0,"0,000","0,000",#N/A
78,77618743,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,176","0,001","0,002","1,245","80,30091926","0,000","0,000","0,000",48.980,3,0,3,"5,00","39,08970393","3,878138721","1,953",0,0,0,0,0,"0,000","0,000",#N/A
79,77618744,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,042","0,000","0,000","0,767","130,3744074","0,000","0,000","0,000",48.980,1,0,1,"5,00","39,08970393","10,0836146","9,957",0,0,0,0,0,"0,000","0,000",#N/A
80,77618673,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"1,148","0,002","0,093","8,094","12,35536766","0,002","0,000","0,002",48.980,107,0,107,"3,00","39,08970393","6,515809554","0,008",0,0,0,0,0,"0,000","0,000",#N/A
81,776187422,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,033","0,004","0,004","13,465","7,426924339","0,006","0,000","0,006",48.980,296,0,296,"3,00","39,08970393","7,973408461","7,678",0,0,0,0,0,"0,000","0,000",#N/A
82,776187423,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,046","0,001","0,001","2,052","48,73623478","0,000","0,000","0,000",48.980,7,0,7,"5,00","39,08970393","11,1861034","10,448",0,0,0,0,0,"0,000","0,000",#N/A
83,77618691,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,681","0,019","0,087","12,828","7,795658902","0,005","0,000","0,005",48.980,269,0,269,"3,00","39,08970393","9,09069752","0,007",0,0,0,0,0,"0,000","0,000",#N/A
84,77618672,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,022","0,002","0,002","8,971","11,14693344","0,003","0,000","0,003",48.980,131,0,131,"3,00","39,08970393","5,213329238","0,007",0,0,0,0,0,"0,000","0,000",#N/A
85,77618693,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,603","0,002","0,069","11,366","8,798433501","0,004","0,000","0,004",48.980,211,0,211,"3,00","39,08970393","8,607971012","0,023",0,0,0,0,0,"0,000","0,000",#N/A
86,776187421,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,115","0,007","0,013","11,195","8,932472303","0,004","0,000","0,004",48.980,205,0,205,"3,00","39,08970393","8,596874443","8,236",0,0,0,0,0,"0,000","0,000",#N/A
87,7761881,320010205000019,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"0,719","0,000","0,139","19,321","5,175812055","0,012","0,000","0,012",48.980,609,0,609,"3,00","0,2394148667","5,879590608","0,145",0,0,0,0,0,"0,000","0,000",#N/A
88,7761891,320010205000019,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,063","0,039","0,157","14,801","6,756240828","0,007","0,000","0,007",48.980,358,0,358,"3,00","0,2394148667","14,185514","0,095",0,0,0,0,0,"0,000","0,000",#N/A
89,7761879,320010205000020,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,449,0,449,"3,00","0,8135452799","5,412990806","0,023","0,000417","0,00007703689419","0,000001771848566","0,0004168466345","0,00424903733","0,013","2,999",Médio
90,7761881,320010205000020,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"0,719","0,000","0,139","19,321","5,175812055","0,012","0,000","0,012",48.980,609,0,609,"3,00","0,8135452799","5,879590608","0,078",0,0,0,0,0,"0,000","0,000",#N/A
91,7761891,320010205000020,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,063","0,039","0,157","14,801","6,756240828","0,007","0,000","0,007",48.980,358,0,358,"3,00","0,8135452799","14,185514","0,713",0,0,0,0,0,"0,000","0,000",#N/A
92,7761879,320010205000021,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,449,0,449,"3,00","0,04881031388","5,412990806","0,049","0,000417","0,00007703689419","0,000003774807816","0,0004168466345","0,00905229692","0,027","2,999",Médio
93,7761846,320010205000022,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,121","0,018","0,018","15,009","6,662727717","0,008","0,000","0,008",48.980,368,0,368,"3,00","19,02678962","29,28586492","0,379",0,0,0,0,0,"0,000","0,000",#N/A
94,77618723,320010205000022,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,048","0,003","0,003","5,412","18,47786259","0,001","0,000","0,001",48.980,48,0,48,"3,00","19,02678962","11,54897345","0,133",0,0,0,0,0,"0,000","0,000",#N/A
95,77618783,320010205000022,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,070","0,018","0,018","26,064","3,83672953","0,023","0,000","0,023",48.980,1.109,0,1.109,"3,00","19,02678962","16,87727887","8,327",0,0,0,0,0,"0,000","0,000",#N/A
96,77618781,320010205000022,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,147","0,008","0,036","24,511","4,079779032","0,020","0,000","0,020",48.980,981,0,981,"3,00","19,02678962","12,35846499","4,055","0,0000847","0,00000685360197","0,00002779135599","0,00008469681314","0,3281151829","0,984","3,000",Médio
97,77618782,320010205000022,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,026","0,010","0,010","39,673","2,520616539","0,052","0,000","0,052",48.980,2.570,0,2.570,"3,00","19,02678962","6,176753509","5,992",0,0,0,0,0,"0,000","0,000",#N/A
98,77617296,320010205000022,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,021","0,001","0,001","3,852","25,96260001","0,000","0,000","0,000",48.980,24,0,24,"4,00","19,02678962","19,73185058","0,14",0,0,0,0,0,"0,000","0,000",#N/A
99,7761879,320010205000023,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,449,0,449,"3,00","0,1956679475","5,412990806","0,196","0,000417","0,00007703689419","0,00001509923126","0,0004168466345","0,03620918768","0,109","2,999",Médio
100,7761879,320010205000024,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,449,0,449,"3,00","0,02068945129","5,412990806","0,021","0,000417","0,00007703689419","0,000001617774778","0,0004168466345","0,003879555823","0,012","2,999",Médio
101,7761877,320010205000025,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,959","0,001","0,336","17,160","5,827537251","0,010","0,000","0,010",48.980,481,0,481,"3,00","0,1758891781","1,827402027","0,099","0,000044","0,00002407789821","0,000002383711923","0,00004399032003","0,05417527098","0,163","2,999",Médio
102,7761879,320010205000025,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,449,0,449,"3,00","0,1758891781","5,412990806","0,076","0,000417","0,00007703689419","0,000005854803959","0,0004168466345","0,01404029726","0,042","2,999",Médio
103,7761877,320010205000026,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,959","0,001","0,336","17,160","5,827537251","0,010","0,000","0,010",48.980,481,0,481,"3,00","0,08915054086","1,827402027","0,051","0,000044","0,00002407789821","0,000001227972809","0,00004399032003","0,02790847293","0,084","2,999",Médio
104,7761879,320010205000026,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,449,0,449,"3,00","0,08915054086","5,412990806","0,038","0,000417","0,00007703689419","0,000002927401979","0,0004168466345","0,007020148632","0,021","2,999",Médio
105,7761879,320010205000027,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,449,0,449,"3,00","0,03633283202","5,412990806","0,036","0,000417","0,00007703689419","0,000002773328191","0,0004168466345","0,006650667125","0,020","2,999",Médio
106,7761879,320010205000028,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,449,0,449,"3,00","0,03540613285","5,412990806","0,035","0,000417","0,00007703689419","0,000002696291297","0,0004168466345","0,006465926371","0,019","2,999",Médio
107,7761875,320010205000030,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"2,060","0,003","0,354","17,171","5,823657968","0,010","0,000","0,010",48.980,481,0,481,"3,00","0,5353612754","7,532201575","0,002",0,0,0,0,0,"0,000","0,000",#N/A
108,77618781,320010205000030,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"0,147","0,008","0,036","24,511","4,079779032","0,020","0,000","0,020",48.980,981,0,981,"3,00","0,5353612754","12,35846499","0,534","0,0000847","0,00000685360197","0,000003659823452","0,00008469681314","0,04320924973","0,130","3,000",Médio
109,7761876,320010205000032,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,071","0,014","0,014","20,243","4,940042626","0,014","0,000","0,014",48.980,669,0,669,"3,00","18,16757463","17,03928558","0,932","0,00000209","0,0000001226577247","0,0000001143169994","0,000002089964971","0,05469712892","0,164","3,000",Médio
110,7761885,320010205000032,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,415","0,014","0,104","25,186","3,970452577","0,021","0,000","0,021",48.980,1.036,0,1.036,"3,00","18,16757463","14,70934397","0,032",0,0,0,0,0,"0,000","0,000",#N/A
111,7761882,320010205000032,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,043","0,002","0,002","3,613","27,67658853","0,000","0,000","0,000",48.980,21,0,21,"4,00","18,16757463","10,30969875","0,05",0,0,0,0,0,"0,000","0,000",#N/A
112,77618721,320010205000032,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,117","0,002","0,005","4,145","24,12538711","0,001","0,000","0,001",48.980,28,0,28,"3,00","18,16757463","7,645517396","0,109",0,0,0,0,0,"0,000","0,000",#N/A
113,7761879,320010205000032,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,449,0,449,"3,00","18,16757463","5,412990806","2,795","0,000417","0,00007703689419","0,0002153181193","0,0004168466345","0,5163504059","1,549","2,999",Médio
114,7761875,320010205000032,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"2,060","0,003","0,354","17,171","5,823657968","0,010","0,000","0,010",48.980,481,0,481,"3,00","18,16757463","7,532201575","0,032",0,0,0,0,0,"0,000","0,000",#N/A
115,7761883,320010205000032,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,652","0,001","0,137","21,039","4,753030134","0,015","0,000","0,015",48.980,723,0,723,"3,00","18,16757463","3,014079775","2,968",0,0,0,0,0,"0,000","0,000",#N/A
116,7761881,320010205000032,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,719","0,000","0,139","19,321","5,175812055","0,012","0,000","0,012",48.980,609,0,609,"3,00","18,16757463","5,879590608","1,795",0,0,0,0,0,"0,000","0,000",#N/A
117,77618781,320010205000032,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,147","0,008","0,036","24,511","4,079779032","0,020","0,000","0,020",48.980,981,0,981,"3,00","18,16757463","12,35846499","2,639","0,0000847","0,00000685360197","0,0000180866556","0,00008469681314","0,2135378465","0,641","3,000",Médio
118,7761891,320010205000032,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"1,063","0,039","0,157","14,801","6,756240828","0,007","0,000","0,007",48.980,358,0,358,"3,00","18,16757463","14,185514","6,774",0,0,0,0,0,"0,000","0,000",#N/A
119,77618841,320010205000032,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,224","0,002","0,032","14,187","7,048773326","0,007","0,000","0,007",48.980,329,0,329,"3,00","18,16757463","7,111517693","0,042",0,0,0,0,0,"0,000","0,000",#N/A
120,7761891,320010205000033,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,063","0,039","0,157","14,801","6,756240828","0,007","0,000","0,007",48.980,358,0,358,"3,00","0,08607412959","14,185514","0,086",0,0,0,0,0,"0,000","0,000",#N/A
