fid,COBACIA,cod_setor,tipo_setor,cod_mun,mun_nm,uf,situacao_setor,disp_q95,dem_ret_ano,dem_acm,bal_perc,disp/dem,fator_iminente,fator_pós_deficit,fator_de_risco_total,dmu_nu_popurbana,ihu_pc_risco_inerente,ihu_pc_riscoposdeficit,ihu_pc_risco,ihu_nu_popriscoinerente,ihu_nu_popriscoposdeficit,ihu_nu_popriscototal,ihu_pc_cobrede,ihu_cs_ish,ISH,area_setor,area_otto,area_scbc,deman_indus,densidade,pop_urb_scbc,pop_urb_bacia,perc_scbc,ihu_rel,ire_cs_hum,CORINGA,igh_ind
80,77618673,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"1,148","0,002","0,093","8,094","12,35536766","0,002","0,000","0,002",48.980,"0,00218","0,00000","0,00218",107,0,107,1,"3,00",Médio,"39,08970393","6,515809554","0,008",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
81,776187422,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,033","0,004","0,004","13,465","7,426924339","0,006","0,000","0,006",48.980,"0,00604","0,00000","0,00604",296,0,296,1,"3,00",Médio,"39,08970393","7,973408461","7,678",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
82,776187423,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,046","0,001","0,001","2,052","48,73623478","0,000","0,000","0,000",48.980,"0,00014","0,00000","0,00014",7,0,7,1,"5,00",Máximo,"39,08970393","11,1861034","10,448",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
83,77618691,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,681","0,019","0,087","12,828","7,795658902","0,005","0,000","0,005",48.980,"0,00548","0,00000","0,00548",269,0,269,1,"3,00",Médio,"39,08970393","9,09069752","0,007",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
84,77618672,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,022","0,002","0,002","8,971","11,14693344","0,003","0,000","0,003",48.980,"0,00268","0,00000","0,00268",131,0,131,1,"3,00",Médio,"39,08970393","5,213329238","0,007",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
85,77618693,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,603","0,002","0,069","11,366","8,798433501","0,004","0,000","0,004",48.980,"0,00431","0,00000","0,00431",211,0,211,1,"3,00",Médio,"39,08970393","8,607971012","0,023",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
86,776187421,320010205000018,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,115","0,007","0,013","11,195","8,932472303","0,004","0,000","0,004",48.980,"0,00418","0,00000","0,00418",205,0,205,1,"3,00",Médio,"39,08970393","8,596874443","8,236",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
87,7761881,320010205000019,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"0,719","0,000","0,139","19,321","5,175812055","0,012","0,000","0,012",48.980,"0,01244","0,00000","0,01244",609,0,609,1,"3,00",Médio,"0,2394148667","5,879590608","0,145",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
88,7761891,320010205000019,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,063","0,039","0,157","14,801","6,756240828","0,007","0,000","0,007",48.980,"0,00730","0,00000","0,00730",358,0,358,1,"3,00",Médio,"0,2394148667","14,185514","0,095",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
89,7761879,320010205000020,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,"0,00916","0,00000","0,00916",449,0,449,1,"3,00",Médio,"0,8135452799","5,412990806","0,023","0,000135","0,00002494000172","0,0000005736200395","0,0001349503493","0,00424903733","0,013","2,999",Médio,"13365,19"
90,7761881,320010205000020,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"0,719","0,000","0,139","19,321","5,175812055","0,012","0,000","0,012",48.980,"0,01244","0,00000","0,01244",609,0,609,1,"3,00",Médio,"0,8135452799","5,879590608","0,078",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
91,7761891,320010205000020,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,063","0,039","0,157","14,801","6,756240828","0,007","0,000","0,007",48.980,"0,00730","0,00000","0,00730",358,0,358,1,"3,00",Médio,"0,8135452799","14,185514","0,713",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
92,7761879,320010205000021,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,"0,00916","0,00000","0,00916",449,0,449,1,"3,00",Médio,"0,04881031388","5,412990806","0,049","0,000135","0,00002494000172","0,000001222060084","0,0001349503493","0,00905229692","0,027","2,999",Médio,"13365,19"
93,7761846,320010205000022,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,121","0,018","0,018","15,009","6,662727717","0,008","0,000","0,008",48.980,"0,00751","0,00000","0,00751",368,0,368,1,"3,00",Médio,"19,02678962","29,28586492","0,379",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
94,77618723,320010205000022,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,048","0,003","0,003","5,412","18,47786259","0,001","0,000","0,001",48.980,"0,00098","0,00000","0,00098",48,0,48,1,"3,00",Médio,"19,02678962","11,54897345","0,133",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
95,77618783,320010205000022,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,070","0,018","0,018","26,064","3,83672953","0,023","0,000","0,023",48.980,"0,02264","0,00000","0,02264",1.109,0,1.109,1,"3,00",Médio,"19,02678962","16,87727887","8,327",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
96,77618781,320010205000022,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,147","0,008","0,036","24,511","4,079779032","0,020","0,000","0,020",48.980,"0,02003","0,00000","0,02003",981,0,981,1,"3,00",Médio,"19,02678962","12,35846499","4,055","0,0000275","0,000002225195445","0,000009023167529","0,00002749896531","0,3281151829","0,984","3,000",Médio,"5334,55"
97,77618782,320010205000022,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,026","0,010","0,010","39,673","2,520616539","0,052","0,000","0,052",48.980,"0,05246","0,00000","0,05246",2.570,0,2.570,1,"3,00",Médio,"19,02678962","6,176753509","5,992",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
98,77617296,320010205000022,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,021","0,001","0,001","3,852","25,96260001","0,000","0,000","0,000",48.980,"0,00049","0,00000","0,00049",24,0,24,1,"4,00",Alto,"19,02678962","19,73185058","0,14",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
99,7761879,320010205000023,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,"0,00916","0,00000","0,00916",449,0,449,1,"3,00",Médio,"0,1956679475","5,412990806","0,196","0,000135","0,00002494000172","0,000004888240337","0,0001349503493","0,03620918768","0,109","2,999",Médio,"13365,19"
100,7761879,320010205000024,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,"0,00916","0,00000","0,00916",449,0,449,1,"3,00",Médio,"0,02068945129","5,412990806","0,021","0,000135","0,00002494000172","0,0000005237400361","0,0001349503493","0,003879555823","0,012","2,999",Médio,"13365,19"
101,7761877,320010205000025,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,959","0,001","0,336","17,160","5,827537251","0,010","0,000","0,010",48.980,"0,00982","0,00000","0,00982",481,0,481,1,"3,00",Médio,"0,1758891781","1,827402027","0,099","0,0000143","0,000007825316919","0,000000774706375","0,00001429685401","0,05417527098","0,163","2,999",Médio,"136965,03"
102,7761879,320010205000025,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,"0,00916","0,00000","0,00916",449,0,449,1,"3,00",Médio,"0,1758891781","5,412990806","0,076","0,000135","0,00002494000172","0,000001895440131","0,0001349503493","0,01404029726","0,042","2,999",Médio,"13365,19"
103,7761877,320010205000026,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,959","0,001","0,336","17,160","5,827537251","0,010","0,000","0,010",48.980,"0,00982","0,00000","0,00982",481,0,481,1,"3,00",Médio,"0,08915054086","1,827402027","0,051","0,0000143","0,000007825316919","0,0000003990911629","0,00001429685401","0,02790847293","0,084","2,999",Médio,"136965,03"
104,7761879,320010205000026,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,"0,00916","0,00000","0,00916",449,0,449,1,"3,00",Médio,"0,08915054086","5,412990806","0,038","0,000135","0,00002494000172","0,0000009477200653","0,0001349503493","0,007020148632","0,021","2,999",Médio,"13365,19"
105,7761879,320010205000027,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,"0,00916","0,00000","0,00916",449,0,449,1,"3,00",Médio,"0,03633283202","5,412990806","0,036","0,000135","0,00002494000172","0,0000008978400618","0,0001349503493","0,006650667125","0,020","2,999",Médio,"13365,19"
106,7761879,320010205000028,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,"0,00916","0,00000","0,00916",449,0,449,1,"3,00",Médio,"0,03540613285","5,412990806","0,035","0,000135","0,00002494000172","0,0000008729000601","0,0001349503493","0,006465926371","0,019","2,999",Médio,"13365,19"
107,7761875,320010205000030,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"2,060","0,003","0,354","17,171","5,823657968","0,010","0,000","0,010",48.980,"0,00983","0,00000","0,00983",481,0,481,1,"3,00",Médio,"0,5353612754","7,532201575","0,002",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
108,77618781,320010205000030,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"0,147","0,008","0,036","24,511","4,079779032","0,020","0,000","0,020",48.980,"0,02003","0,00000","0,02003",981,0,981,1,"3,00",Médio,"0,5353612754","12,35846499","0,534","0,0000275","0,000002225195445","0,000001188254368","0,00002749896531","0,04320924973","0,130","3,000",Médio,"5334,55"
109,7761876,320010205000032,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,071","0,014","0,014","20,243","4,940042626","0,014","0,000","0,014",48.980,"0,01366","0,00000","0,01366",669,0,669,1,"3,00",Médio,"18,16757463","17,03928558","0,932","0,000000679","0,00000003984908856","0,00000003713935053","0,0000006789886199","0,05469712892","0,164","3,000",Médio,"103976,44"
110,7761885,320010205000032,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,415","0,014","0,104","25,186","3,970452577","0,021","0,000","0,021",48.980,"0,02114","0,00000","0,02114",1.036,0,1.036,1,"3,00",Médio,"18,16757463","14,70934397","0,032",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
111,7761882,320010205000032,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,043","0,002","0,002","3,613","27,67658853","0,000","0,000","0,000",48.980,"0,00044","0,00000","0,00044",21,0,21,1,"4,00",Alto,"18,16757463","10,30969875","0,05",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
112,77618721,320010205000032,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,117","0,002","0,005","4,145","24,12538711","0,001","0,000","0,001",48.980,"0,00057","0,00000","0,00057",28,0,28,1,"3,00",Médio,"18,16757463","7,645517396","0,109",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
113,7761879,320010205000032,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,"0,00916","0,00000","0,00916",449,0,449,1,"3,00",Médio,"18,16757463","5,412990806","2,795","0,000135","0,00002494000172","0,0000697073048","0,0001349503493","0,5163504059","1,549","2,999",Médio,"13365,19"
114,7761875,320010205000032,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"2,060","0,003","0,354","17,171","5,823657968","0,010","0,000","0,010",48.980,"0,00983","0,00000","0,00983",481,0,481,1,"3,00",Médio,"18,16757463","7,532201575","0,032",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
115,7761883,320010205000032,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,652","0,001","0,137","21,039","4,753030134","0,015","0,000","0,015",48.980,"0,01475","0,00000","0,01475",723,0,723,1,"3,00",Médio,"18,16757463","3,014079775","2,968",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
116,7761881,320010205000032,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,719","0,000","0,139","19,321","5,175812055","0,012","0,000","0,012",48.980,"0,01244","0,00000","0,01244",609,0,609,1,"3,00",Médio,"18,16757463","5,879590608","1,795",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
117,77618781,320010205000032,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,147","0,008","0,036","24,511","4,079779032","0,020","0,000","0,020",48.980,"0,02003","0,00000","0,02003",981,0,981,1,"3,00",Médio,"18,16757463","12,35846499","2,639","0,0000275","0,000002225195445","0,000005872290779","0,00002749896531","0,2135378465","0,641","3,000",Médio,"5334,55"
118,7761891,320010205000032,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"1,063","0,039","0,157","14,801","6,756240828","0,007","0,000","0,007",48.980,"0,00730","0,00000","0,00730",358,0,358,1,"3,00",Médio,"18,16757463","14,185514","6,774",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
119,77618841,320010205000032,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,224","0,002","0,032","14,187","7,048773326","0,007","0,000","0,007",48.980,"0,00671","0,00000","0,00671",329,0,329,1,"3,00",Médio,"18,16757463","7,111517693","0,042",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
120,7761891,320010205000033,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,063","0,039","0,157","14,801","6,756240828","0,007","0,000","0,007",48.980,"0,00730","0,00000","0,00730",358,0,358,1,"3,00",Médio,"0,08607412959","14,185514","0,086",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
121,7761879,320010205000034,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,"0,00916","0,00000","0,00916",449,0,449,1,"3,00",Médio,"0,05619202564","5,412990806","0,056","0,000135","0,00002494000172","0,000001396640096","0,0001349503493","0,01034548219","0,031","2,999",Médio,"13365,19"
122,7761877,320010205000035,Urbana,3200102,Afonso Cláudio,Espírito Santo,2,"1,959","0,001","0,336","17,160","5,827537251","0,010","0,000","0,010",48.980,"0,00982","0,00000","0,00982",481,0,481,1,"3,00",Médio,"0,5722712207","1,827402027","0,185","0,0000143","0,000007825316919","0,00000144768363","0,00001429685401","0,1012366175","0,304","2,999",Médio,"136965,03"
123,7761879,320010205000035,Urbana,3200102,Afonso Cláudio,Espírito Santo,2,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,"0,00916","0,00000","0,00916",449,0,449,1,"3,00",Médio,"0,5722712207","5,412990806","0,387","0,000135","0,00002494000172","0,000009651780665","0,0001349503493","0,07149467159","0,214","2,999",Médio,"13365,19"
124,7761879,320010205000036,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,"0,00916","0,00000","0,00916",449,0,449,1,"3,00",Médio,"0,07188893127","5,412990806","0,072","0,000135","0,00002494000172","0,000001795680124","0,0001349503493","0,01330133425","0,040","2,999",Médio,"13365,19"
125,7761879,320010205000037,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,"0,00916","0,00000","0,00916",449,0,449,1,"3,00",Médio,"0,05263134346","5,412990806","0,053","0,000135","0,00002494000172","0,000001321820091","0,0001349503493","0,009791259934","0,029","2,999",Médio,"13365,19"
126,7761879,320010205000038,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,"0,00916","0,00000","0,00916",449,0,449,1,"3,00",Médio,"0,03473037033","5,412990806","0,035","0,000135","0,00002494000172","0,0000008729000601","0,0001349503493","0,006465926371","0,019","2,999",Médio,"13365,19"
127,7761879,320010205000039,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,"0,00916","0,00000","0,00916",449,0,449,1,"3,00",Médio,"0,2031835465","5,412990806","0,203","0,000135","0,00002494000172","0,000005062820349","0,0001349503493","0,03750237295","0,113","2,999",Médio,"13365,19"
128,7761879,320010205000040,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,"0,00916","0,00000","0,00916",449,0,449,1,"3,00",Médio,"0,02338297685","5,412990806","0,023","0,000135","0,00002494000172","0,0000005736200395","0,0001349503493","0,00424903733","0,013","2,999",Médio,"13365,19"
129,7761879,320010205000041,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,"0,00916","0,00000","0,00916",449,0,449,1,"3,00",Médio,"0,07643186863","5,412990806","0,076","0,000135","0,00002494000172","0,000001895440131","0,0001349503493","0,01404029726","0,042","2,999",Médio,"13365,19"
130,7761879,320010205000042,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,"0,00916","0,00000","0,00916",449,0,449,1,"3,00",Médio,"0,02872909573","5,412990806","0,029","0,000135","0,00002494000172","0,0000007232600498","0,0001349503493","0,00535748185","0,016","2,999",Médio,"13365,19"
131,77618781,320010205000043,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"0,147","0,008","0,036","24,511","4,079779032","0,020","0,000","0,020",48.980,"0,02003","0,00000","0,02003",981,0,981,1,"3,00",Médio,"0,04673605919","12,35846499","0,047","0,0000275","0,000002225195445","0,0000001045841859","0,00002749896531","0,003803061306","0,011","3,000",Médio,"5334,55"
132,7761879,320010205000044,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,"0,00916","0,00000","0,00916",449,0,449,1,"3,00",Médio,"0,3006439756","5,412990806",0,"0,000135","0,00002494000172",0,"0,0001349503493",0,"0,000","2,999",Médio,"13365,19"
133,77618781,320010205000044,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"0,147","0,008","0,036","24,511","4,079779032","0,020","0,000","0,020",48.980,"0,02003","0,00000","0,02003",981,0,981,1,"3,00",Médio,"0,3006439756","12,35846499","0,3","0,0000275","0,000002225195445","0,0000006675586334","0,00002749896531","0,0242748594","0,073","3,000",Médio,"5334,55"
134,7761879,320010205000045,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,"0,00916","0,00000","0,00916",449,0,449,1,"3,00",Médio,"0,3747252728","5,412990806","0,31","0,000135","0,00002494000172","0,000007731400533","0,0001349503493","0,05726963357","0,172","2,999",Médio,"13365,19"
135,7761891,320010205000045,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,063","0,039","0,157","14,801","6,756240828","0,007","0,000","0,007",48.980,"0,00730","0,00000","0,00730",358,0,358,1,"3,00",Médio,"0,3747252728","14,185514","0,065",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
136,7761879,320010205000046,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"1,804","0,003","0,299","16,575","6,033326143","0,009","0,000","0,009",48.980,"0,00916","0,00000","0,00916",449,0,449,1,"3,00",Médio,"0,001966083968","5,412990806","0,002","0,000135","0,00002494000172","0,00000004988000344","0,0001349503493","0,0003694815069","0,001","2,999",Médio,"13365,19"
137,77618863,320010213000001,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"0,101","0,005","0,005","4,581","21,82770705","0,001","0,000","0,001",48.980,"0,00070","0,00000","0,00070",34,0,34,1,"3,00",Médio,"0,4136846968","24,33751742","0,22","0,0000284","0,000001166922637","0,0000002567229801","0,00002839939621","0,009039541552","0,027","3,000",Médio,"3552,82"
138,77618862,320010213000001,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"0,029","0,000","0,000","1,128","88,63489912","0,000","0,000","0,000",48.980,"0,00004","0,00000","0,00004",2,0,2,1,"5,00",Máximo,"0,4136846968","7,067134162","0,141","0,00000508","0,000000718820371","0,0000001013536723","0,000005079903562","0,0199515103","0,100","5,000",Máximo,"5767,72"
139,77618861,320010213000001,Urbana,3200102,Afonso Cláudio,Espírito Santo,1,"0,166","0,011","0,016","9,812","10,19131902","0,003","0,000","0,003",48.980,"0,00321","0,00000","0,00321",157,0,157,1,"3,00",Médio,"0,4136846968","8,590085233","0,052","0,00000253","0,0000002945255992","0,00000001531533116","0,000002529974897","0,006053490575","0,018","3,000",Médio,"65533,60"
140,77618863,320010213000002,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,101","0,005","0,005","4,581","21,82770705","0,001","0,000","0,001",48.980,"0,00070","0,00000","0,00070",34,0,34,1,"3,00",Médio,"13,60521731","24,33751742","10,882","0,0000284","0,000001166922637","0,00001269845213","0,00002839939621","0,4471285962","1,341","3,000",Médio,"3552,82"
141,777496,320010213000002,Rural,3200102,Afonso Cláudio,Espírito Santo,8,"0,309","0,003","0,003","0,825","121,1729898","0,000","0,000","0,000",48.980,"0,00002","0,00000","0,00002",1,0,1,1,"5,00",Máximo,"13,60521731","48,76332765","0,154",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
