fid,COBACIA,cod_setor,tipo_setor,cod_mun,mun_nm,uf,situacao_setor,disp_q95,dem_ret_ano,dem_acm,bal_perc,disp/dem,fator_iminente,fator_pós_deficit,fator_de_risco_total,dmu_nu_popurbana,ihu_pc_risco_inerente,ihu_pc_riscoposdeficit,ihu_pc_risco,ihu_nu_popriscoinerente,ihu_nu_popriscoposdeficit,ihu_nu_popriscototal,ihu_pc_cobrede,ihu_cs_ish,ISH,area_setor,area_otto,area_scbc,deman_indus,densidade,pop_urb_scbc,pop_urb_bacia,perc_scbc,ihu_rel,ire_cs_hum,CORINGA,igh_ind
12696,77578992,320360105000003,Rural,3203601,Mucurici,Espírito Santo,8,"0,038","0,002","0,002","5,832","17,14568566","0,001","0,000","0,001",3.852,"0,00113","0,00000","0,00113",4,0,4,1,"5,00",Máximo,"109,0433043","23,15911751","4,618",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12697,775789964,320360105000003,Rural,3203601,Mucurici,Espírito Santo,8,"0,010","0,001","0,001","5,281","18,93422008","0,001","0,000","0,001",3.852,"0,00093","0,00000","0,00093",4,0,4,1,"5,00",Máximo,"109,0433043","6,117824598","5,917",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12698,77578995,320360105000003,Rural,3203601,Mucurici,Espírito Santo,8,"0,123","0,000","0,007","5,425","18,43378285","0,001","0,000","0,001",3.852,"0,00098","0,00000","0,00098",4,0,4,1,"5,00",Máximo,"109,0433043","6,353103796","6,272",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12699,775616692,320360105000003,Rural,3203601,Mucurici,Espírito Santo,8,"0,006","0,000","0,000","6,238","16,03039013","0,001","0,000","0,001",3.852,"0,00130","0,00000","0,00130",5,0,5,1,"5,00",Máximo,"109,0433043","5,570022364","0,027",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12700,775789962,320360105000003,Rural,3203601,Mucurici,Espírito Santo,8,"0,022","0,001","0,001","5,075","19,70441502","0,001","0,000","0,001",3.852,"0,00086","0,00000","0,00086",3,0,3,1,"5,00",Máximo,"109,0433043","13,39457262","13,265",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12701,775789933,320360105000003,Rural,3203601,Mucurici,Espírito Santo,8,"0,161","0,006","0,015","9,164","10,91264918","0,003","0,000","0,003",3.852,"0,00280","0,00000","0,00280",11,0,11,1,"4,00",Alto,"109,0433043","7,757478939","0,645",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12702,775789496,320360105000003,Rural,3203601,Mucurici,Espírito Santo,8,"0,009","0,001","0,001","12,513","7,991485693","0,005","0,000","0,005",3.852,"0,00522","0,00000","0,00522",20,0,20,1,"4,00",Alto,"109,0433043","5,302833608","0,673","0,0000972","0,00001832982273","0,0000123359707","0,00009718472011","0,1269132788","0,508","3,463",Médio,"89,51"
12703,775853262,320360105000003,Rural,3203601,Mucurici,Espírito Santo,8,"0,009","0,001","0,001","7,106","14,07169913","0,002","0,000","0,002",3.852,"0,00168","0,00000","0,00168",6,0,6,1,"5,00",Máximo,"109,0433043","9,862663499","0,014",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12704,775789497,320360105000003,Rural,3203601,Mucurici,Espírito Santo,8,"0,010","0,017","0,017","166,867","0,5992779327","0,200","0,401","0,600",3.852,"0,19976","0,40072","0,60048",769,1.544,2.313,1,"1,00",Mínimo,"109,0433043","6,322391003","3,004","0,0000832","0,00001315957839","0,00003953137348","0,00008320801414","0,4751367004","0,475","1,000",Mínimo,"125,00"
12705,775789495,320360105000003,Rural,3203601,Mucurici,Espírito Santo,8,"0,047","0,013","0,024","51,630","1,936874805","0,089","0,000","0,089",3.852,"0,08885","0,00000","0,08885",342,0,342,1,"3,00",Médio,"109,0433043","16,72825505","10,958","0,0000331","0,000001978688148","0,00002168246472","0,00003309553796","0,6550593572","1,965","3,000",Médio,"1404,83"
12706,775789965,320360105000003,Rural,3203601,Mucurici,Espírito Santo,8,"0,019","0,001","0,001","5,071","19,71954325","0,001","0,000","0,001",3.852,"0,00086","0,00000","0,00086",3,0,3,1,"5,00",Máximo,"109,0433043","11,73938728","10,875",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12707,77578998,320360105000003,Rural,3203601,Mucurici,Espírito Santo,8,"0,017","0,001","0,001","5,603","17,84875324","0,001","0,000","0,001",3.852,"0,00105","0,00000","0,00105",4,0,4,1,"5,00",Máximo,"109,0433043","10,26082426","9,82",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12708,775789932,320360105000003,Rural,3203601,Mucurici,Espírito Santo,8,"0,009","0,001","0,001","5,822","17,17573077","0,001","0,000","0,001",3.852,"0,00113","0,00000","0,00113",4,0,4,1,"5,00",Máximo,"109,0433043","5,245274496","2,51",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12709,775853449,320360105000003,Rural,3203601,Mucurici,Espírito Santo,8,"0,013","0,001","0,001","7,782","12,84980741","0,002","0,000","0,002",3.852,"0,00202","0,00000","0,00202",8,0,8,1,"5,00",Máximo,"109,0433043","14,17560193","0,043",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12710,77585329,320360105000003,Rural,3203601,Mucurici,Espírito Santo,8,"0,021","0,002","0,002","7,357","13,59222007","0,002","0,000","0,002",3.852,"0,00180","0,00000","0,00180",7,0,7,1,"5,00",Máximo,"109,0433043","23,54369991","0,399",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12711,775789963,320360105000003,Rural,3203601,Mucurici,Espírito Santo,8,"0,031","0,000","0,002","5,199","19,23570482","0,001","0,000","0,001",3.852,"0,00090","0,00000","0,00090",3,0,3,1,"5,00",Máximo,"109,0433043","0,777459368","0,777",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12712,77578985,320360105000003,Rural,3203601,Mucurici,Espírito Santo,8,"0,029","0,002","0,002","5,618","17,79895967","0,001","0,000","0,001",3.852,"0,00105","0,00000","0,00105",4,0,4,1,"5,00",Máximo,"109,0433043","17,60587989","0,826",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12713,775789961,320360105000003,Rural,3203601,Mucurici,Espírito Santo,8,"0,054","0,000","0,003","5,184","19,2886922","0,001","0,000","0,001",3.852,"0,00090","0,00000","0,00090",3,0,3,1,"5,00",Máximo,"109,0433043","0,9785993951","0,979",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12714,77578999,320360105000003,Rural,3203601,Mucurici,Espírito Santo,8,"0,021","0,002","0,002","7,335","13,63271746","0,002","0,000","0,002",3.852,"0,00179","0,00000","0,00179",7,0,7,1,"5,00",Máximo,"109,0433043","12,5338002","12,074","0,0000301","0,000002401506289","0,00002899578693","0,00003010047982","0,9633151803","4,817","4,968",Máximo,"684,39"
12715,775853243,320360105000003,Rural,3203601,Mucurici,Espírito Santo,8,"0,017","0,001","0,001","7,792","12,83305585","0,002","0,000","0,002",3.852,"0,00202","0,00000","0,00202",8,0,8,1,"5,00",Máximo,"109,0433043","18,49305039","0,204",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12716,77578994,320360105000003,Rural,3203601,Mucurici,Espírito Santo,8,"0,025","0,002","0,002","8,933","11,19383433","0,003","0,000","0,003",3.852,"0,00266","0,00000","0,00266",10,0,10,1,"4,00",Alto,"109,0433043","15,38070704","12,327",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12717,77578997,320360105000003,Rural,3203601,Mucurici,Espírito Santo,8,"0,059","0,001","0,003","5,913","16,91288255","0,001","0,000","0,001",3.852,"0,00117","0,00000","0,00117",4,0,4,1,"5,00",Máximo,"109,0433043","12,92205771","12,78",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12718,775853242,320360105000003,Rural,3203601,Mucurici,Espírito Santo,8,"0,009","0,001","0,001","7,726","12,94358559","0,002","0,000","0,002",3.852,"0,00199","0,00000","0,00199",8,0,8,1,"5,00",Máximo,"109,0433043","9,430458591","0,036",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12719,775789523,320360105000006,Urbana,3203601,Mucurici,Espírito Santo,3,"0,011","0,000","0,000","4,446","22,49381388","0,001","0,000","0,001",3.852,"0,00066","0,00000","0,00066",3,0,3,1,"5,00",Máximo,"0,1816758577","6,681529272","0,182","0,0000295","0,00000441515689","0,000000803558554","0,00002950207834","0,02723927302","0,136","4,249",Alto,"372,88"
12720,77578999,320360105000007,Rural,3203601,Mucurici,Espírito Santo,5,"0,021","0,002","0,002","7,335","13,63271746","0,002","0,000","0,002",3.852,"0,00179","0,00000","0,00179",7,0,7,1,"5,00",Máximo,"0,261175963","12,5338002","0,261","0,0000301","0,000002401506289","0,0000006267931413","0,00003010047982","0,0208236924","0,104","4,968",Máximo,"684,39"
12721,775789495,320360105000009,Urbana,3203601,Mucurici,Espírito Santo,1,"0,047","0,013","0,024","51,630","1,936874805","0,089","0,000","0,089",3.852,"0,08885","0,00000","0,08885",342,0,342,1,"3,00",Médio,"0,09447797041","16,72825505","0,089","0,0000331","0,000001978688148","0,0000001761032451","0,00003309553796","0,005320339733","0,016","3,000",Médio,"1404,83"
12722,775789494,320360105000009,Urbana,3203601,Mucurici,Espírito Santo,1,"0,013","0,001","0,001","6,289","15,90086101","0,001","0,000","0,001",3.852,"0,00132","0,00000","0,00132",5,0,5,1,"5,00",Máximo,"0,09447797041","7,653160003","0,005","0,0000374","0,000004886870258","0,00000002443435129","0,00003740410496","0,0006533249008","0,003","5,001",Máximo,"336,90"
12723,775789495,320360105000013,Urbana,3203601,Mucurici,Espírito Santo,1,"0,047","0,013","0,024","51,630","1,936874805","0,089","0,000","0,089",3.852,"0,08885","0,00000","0,08885",342,0,342,1,"3,00",Médio,"0,2758107132","16,72825505","0,249","0,0000331","0,000001978688148","0,0000004926933488","0,00003309553796","0,01488499543","0,045","3,000",Médio,"1404,83"
12724,775789494,320360105000013,Urbana,3203601,Mucurici,Espírito Santo,1,"0,013","0,001","0,001","6,289","15,90086101","0,001","0,000","0,001",3.852,"0,00132","0,00000","0,00132",5,0,5,1,"5,00",Máximo,"0,2758107132","7,653160003","0,027","0,0000374","0,000004886870258","0,000000131945497","0,00003740410496","0,003527954464","0,018","5,001",Máximo,"336,90"
12725,77578992,320360105000014,Rural,3203601,Mucurici,Espírito Santo,8,"0,038","0,002","0,002","5,832","17,14568566","0,001","0,000","0,001",3.852,"0,00113","0,00000","0,00113",4,0,4,1,"5,00",Máximo,"84,36826565","23,15911751","2,833",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12726,775789461,320360105000014,Rural,3203601,Mucurici,Espírito Santo,8,"0,055","0,001","0,006","11,601","8,62010728","0,004","0,000","0,004",3.852,"0,00449","0,00000","0,00449",17,0,17,1,"4,00",Alto,"84,36826565","6,681921329","0,351",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12727,77578995,320360105000014,Rural,3203601,Mucurici,Espírito Santo,8,"0,123","0,000","0,007","5,425","18,43378285","0,001","0,000","0,001",3.852,"0,00098","0,00000","0,00098",4,0,4,1,"5,00",Máximo,"84,36826565","6,353103796","0,081",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12728,775789462,320360105000014,Rural,3203601,Mucurici,Espírito Santo,8,"0,013","0,001","0,001","5,653","17,69024843","0,001","0,000","0,001",3.852,"0,00107","0,00000","0,00107",4,0,4,1,"5,00",Máximo,"84,36826565","7,752727927","6,602",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12729,775789493,320360105000014,Rural,3203601,Mucurici,Espírito Santo,8,"0,071","0,001","0,026","35,875","2,787491295","0,043","0,000","0,043",3.852,"0,04290","0,00000","0,04290",165,0,165,1,"3,00",Médio,"84,36826565","7,313490881","5,255",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12730,77578947,320360105000014,Rural,3203601,Mucurici,Espírito Santo,8,"0,131","0,001","0,033","25,361","3,942987703","0,021","0,000","0,021",3.852,"0,02144","0,00000","0,02144",83,0,83,1,"3,00",Médio,"84,36826565","11,77670287","6,392",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12731,775789933,320360105000014,Rural,3203601,Mucurici,Espírito Santo,8,"0,161","0,006","0,015","9,164","10,91264918","0,003","0,000","0,003",3.852,"0,00280","0,00000","0,00280",11,0,11,1,"4,00",Alto,"84,36826565","7,757478939","7,113",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12732,77578991,320360105000014,Rural,3203601,Mucurici,Espírito Santo,8,"0,214","0,000","0,018","8,354","11,97068783","0,002","0,000","0,002",3.852,"0,00233","0,00000","0,00233",9,0,9,1,"5,00",Máximo,"84,36826565","0,6098398911","0,386",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12733,77578957,320360105000014,Rural,3203601,Mucurici,Espírito Santo,8,"0,451","0,012","0,067","14,847","6,735166004","0,007","0,000","0,007",3.852,"0,00735","0,00000","0,00735",28,0,28,1,"3,00",Médio,"84,36826565","6,761183285","1,097",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12734,775789443,320360105000014,Rural,3203601,Mucurici,Espírito Santo,8,"0,073","0,001","0,008","10,819","9,242670448","0,004","0,000","0,004",3.852,"0,00390","0,00000","0,00390",15,0,15,1,"4,00",Alto,"84,36826565","14,98078427","0,05",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12735,775789495,320360105000014,Rural,3203601,Mucurici,Espírito Santo,8,"0,047","0,013","0,024","51,630","1,936874805","0,089","0,000","0,089",3.852,"0,08885","0,00000","0,08885",342,0,342,1,"3,00",Médio,"84,36826565","16,72825505","4,191","0,0000331","0,000001978688148","0,000008292682027","0,00003309553796","0,2505342002","0,752","3,000",Médio,"1404,83"
12736,775789494,320360105000014,Rural,3203601,Mucurici,Espírito Santo,8,"0,013","0,001","0,001","6,289","15,90086101","0,001","0,000","0,001",3.852,"0,00132","0,00000","0,00132",5,0,5,1,"5,00",Máximo,"84,36826565","7,653160003","0,002","0,0000374","0,000004886870258","0,000000009773740516","0,00003740410496","0,0002613299603","0,001","5,001",Máximo,"336,90"
12737,775789932,320360105000014,Rural,3203601,Mucurici,Espírito Santo,8,"0,009","0,001","0,001","5,822","17,17573077","0,001","0,000","0,001",3.852,"0,00113","0,00000","0,00113",4,0,4,1,"5,00",Máximo,"84,36826565","5,245274496","2,735",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12738,77578971,320360105000014,Rural,3203601,Mucurici,Espírito Santo,8,"0,374","0,010","0,040","10,830","9,233435445","0,004","0,000","0,004",3.852,"0,00391","0,00000","0,00391",15,0,15,1,"4,00",Alto,"84,36826565","10,88338066","6,814",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12739,775789491,320360105000014,Rural,3203601,Mucurici,Espírito Santo,8,"0,090","0,001","0,027","30,003","3,333013028","0,030","0,000","0,030",3.852,"0,03001","0,00000","0,03001",116,0,116,1,"3,00",Médio,"84,36826565","6,077794561","5,956",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12740,77578973,320360105000014,Rural,3203601,Mucurici,Espírito Santo,8,"0,296","0,000","0,023","7,905","12,65024316","0,002","0,000","0,002",3.852,"0,00208","0,00000","0,00208",8,0,8,1,"5,00",Máximo,"84,36826565","5,2666057","1,17",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12741,775789463,320360105000014,Rural,3203601,Mucurici,Espírito Santo,8,"0,031","0,005","0,005","16,397","6,098702404","0,009","0,000","0,009",3.852,"0,00896","0,00000","0,00896",35,0,35,1,"3,00",Médio,"84,36826565","18,81087958","13,45",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12742,775789931,320360105000014,Rural,3203601,Mucurici,Espírito Santo,8,"0,175","0,000","0,016","8,904","11,23047708","0,003","0,000","0,003",3.852,"0,00264","0,00000","0,00264",10,0,10,1,"4,00",Alto,"84,36826565","3,158911762","3,14",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12743,77578994,320360105000014,Rural,3203601,Mucurici,Espírito Santo,8,"0,025","0,002","0,002","8,933","11,19383433","0,003","0,000","0,003",3.852,"0,00266","0,00000","0,00266",10,0,10,1,"4,00",Alto,"84,36826565","15,38070704","2,866",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12744,775789445,320360105000014,Rural,3203601,Mucurici,Espírito Santo,8,"0,036","0,006","0,006","15,560","6,426919916","0,008","0,000","0,008",3.852,"0,00807","0,00000","0,00807",31,0,31,1,"3,00",Médio,"84,36826565","22,0319493","0,687",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12745,775789492,320360105000014,Rural,3203601,Mucurici,Espírito Santo,8,"0,009","0,001","0,001","5,828","17,15747655","0,001","0,000","0,001",3.852,"0,00113","0,00000","0,00113",4,0,4,1,"5,00",Máximo,"84,36826565","5,369401904","0,025",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12746,77578948,320360105000014,Rural,3203601,Mucurici,Espírito Santo,8,"0,022","0,005","0,005","24,452","4,089604679","0,020","0,000","0,020",3.852,"0,01993","0,00000","0,01993",77,0,77,1,"3,00",Médio,"84,36826565","13,17253437","13,173",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12747,775789495,320360105000015,,3203601,Mucurici,Espírito Santo,9,"0,047","0,013","0,024","51,630","1,936874805","0,089","0,000","0,089",3.852,"0,08885","0,00000","0,08885",342,0,342,1,"3,00",Médio,"0,1933761719","16,72825505","0,193","0,0000331","0,000001978688148","0,0000003818868125","0,00003309553796","0,01153736594","0,035","3,000",Médio,"1404,83"
12748,775789496,320360105000016,Urbana,3203601,Mucurici,Espírito Santo,2,"0,009","0,001","0,001","12,513","7,991485693","0,005","0,000","0,005",3.852,"0,00522","0,00000","0,00522",20,0,20,1,"4,00",Alto,"1,096258329","5,302833608","0,001","0,0000972","0,00001832982273","0,00000001832982273","0,00009718472011","0,0001885784231","0,001","3,463",Médio,"89,51"
12749,775789495,320360105000016,Urbana,3203601,Mucurici,Espírito Santo,2,"0,047","0,013","0,024","51,630","1,936874805","0,089","0,000","0,089",3.852,"0,08885","0,00000","0,08885",342,0,342,1,"3,00",Médio,"1,096258329","16,72825505","0,916","0,0000331","0,000001978688148","0,000001812478343","0,00003309553796","0,05475765388","0,164","3,000",Médio,"1404,83"
12750,775789494,320360105000016,Urbana,3203601,Mucurici,Espírito Santo,2,"0,013","0,001","0,001","6,289","15,90086101","0,001","0,000","0,001",3.852,"0,00132","0,00000","0,00132",5,0,5,1,"5,00",Máximo,"1,096258329","7,653160003","0,179","0,0000374","0,000004886870258","0,0000008747497762","0,00003740410496","0,02338903145","0,117","5,001",Máximo,"336,90"
12751,775789461,320360105000017,Rural,3203601,Mucurici,Espírito Santo,8,"0,055","0,001","0,006","11,601","8,62010728","0,004","0,000","0,004",3.852,"0,00449","0,00000","0,00449",17,0,17,1,"4,00",Alto,"160,3027266","6,681921329","6,331",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12752,775789523,320360105000017,Rural,3203601,Mucurici,Espírito Santo,8,"0,011","0,000","0,000","4,446","22,49381388","0,001","0,000","0,001",3.852,"0,00066","0,00000","0,00066",3,0,3,1,"5,00",Máximo,"160,3027266","6,681529272","1,477","0,0000295","0,00000441515689","0,000006521186726","0,00002950207834","0,2210571772","1,105","4,249",Alto,"372,88"
12753,775788893,320360105000017,Rural,3203601,Mucurici,Espírito Santo,8,"0,019","0,001","0,001","5,629","17,7660342","0,001","0,000","0,001",3.852,"0,00106","0,00000","0,00106",4,0,4,1,"5,00",Máximo,"160,3027266","11,77798263","5,804",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12754,775789462,320360105000017,Rural,3203601,Mucurici,Espírito Santo,8,"0,013","0,001","0,001","5,653","17,69024843","0,001","0,000","0,001",3.852,"0,00107","0,00000","0,00107",4,0,4,1,"5,00",Máximo,"160,3027266","7,752727927","1,151",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12755,775789493,320360105000017,Rural,3203601,Mucurici,Espírito Santo,8,"0,071","0,001","0,026","35,875","2,787491295","0,043","0,000","0,043",3.852,"0,04290","0,00000","0,04290",165,0,165,1,"3,00",Médio,"160,3027266","7,313490881","2,059",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12756,77578947,320360105000017,Rural,3203601,Mucurici,Espírito Santo,8,"0,131","0,001","0,033","25,361","3,942987703","0,021","0,000","0,021",3.852,"0,02144","0,00000","0,02144",83,0,83,1,"3,00",Médio,"160,3027266","11,77670287","5,385",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12757,775788973,320360105000017,Rural,3203601,Mucurici,Espírito Santo,8,"0,069","0,001","0,004","5,677","17,61451327","0,001","0,000","0,001",3.852,"0,00107","0,00000","0,00107",4,0,4,1,"5,00",Máximo,"160,3027266","14,7061397","4,634",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12758,77578943,320360105000017,Rural,3203601,Mucurici,Espírito Santo,8,"0,390","0,001","0,053","13,588","7,359691925","0,006","0,000","0,006",3.852,"0,00615","0,00000","0,00615",24,0,24,1,"4,00",Alto,"160,3027266","23,6963367","0,154",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12759,775789496,320360105000017,Rural,3203601,Mucurici,Espírito Santo,8,"0,009","0,001","0,001","12,513","7,991485693","0,005","0,000","0,005",3.852,"0,00522","0,00000","0,00522",20,0,20,1,"4,00",Alto,"160,3027266","5,302833608","1,786","0,0000972","0,00001832982273","0,0000327370634","0,00009718472011","0,3368010637","1,347","3,463",Médio,"89,51"
12760,77578957,320360105000017,Rural,3203601,Mucurici,Espírito Santo,8,"0,451","0,012","0,067","14,847","6,735166004","0,007","0,000","0,007",3.852,"0,00735","0,00000","0,00735",28,0,28,1,"3,00",Médio,"160,3027266","6,761183285","2,145",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12761,775789443,320360105000017,Rural,3203601,Mucurici,Espírito Santo,8,"0,073","0,001","0,008","10,819","9,242670448","0,004","0,000","0,004",3.852,"0,00390","0,00000","0,00390",15,0,15,1,"4,00",Alto,"160,3027266","14,98078427","14,931",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12762,775789451,320360105000017,Rural,3203601,Mucurici,Espírito Santo,8,"0,226","0,000","0,041","18,322","5,457884874","0,011","0,000","0,011",3.852,"0,01119","0,00000","0,01119",43,0,43,1,"3,00",Médio,"160,3027266","0,1406335847","0,012",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12763,7757894423,320360105000017,Rural,3203601,Mucurici,Espírito Santo,8,"0,034","0,002","0,002","5,131","19,48925586","0,001","0,000","0,001",3.852,"0,00088","0,00000","0,00088",3,0,3,1,"5,00",Máximo,"160,3027266","20,96428272","18,594",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12764,77578895,320360105000017,Rural,3203601,Mucurici,Espírito Santo,8,"0,115","0,000","0,006","5,503","18,17042407","0,001","0,000","0,001",3.852,"0,00101","0,00000","0,00101",4,0,4,1,"5,00",Máximo,"160,3027266","5,599905746","2,411",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12765,775789495,320360105000017,Rural,3203601,Mucurici,Espírito Santo,8,"0,047","0,013","0,024","51,630","1,936874805","0,089","0,000","0,089",3.852,"0,08885","0,00000","0,08885",342,0,342,1,"3,00",Médio,"160,3027266","16,72825505","0,012","0,0000331","0,000001978688148","0,00000002374425777","0,00003309553796","0,0007173491774","0,002","3,000",Médio,"1404,83"
12766,775789455,320360105000017,Rural,3203601,Mucurici,Espírito Santo,8,"0,195","0,000","0,040","20,442","4,891777424","0,014","0,000","0,014",3.852,"0,01393","0,00000","0,01393",54,0,54,1,"3,00",Médio,"160,3027266","5,925382688","5,925",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12767,775789494,320360105000017,Rural,3203601,Mucurici,Espírito Santo,8,"0,013","0,001","0,001","6,289","15,90086101","0,001","0,000","0,001",3.852,"0,00132","0,00000","0,00132",5,0,5,1,"5,00",Máximo,"160,3027266","7,653160003","7,033","0,0000374","0,000004886870258","0,00003436935853","0,00003740410496","0,9189668055","4,595","5,001",Máximo,"336,90"
12768,775789452,320360105000017,Rural,3203601,Mucurici,Espírito Santo,8,"0,012","0,000","0,000","4,055","24,66317676","0,001","0,000","0,001",3.852,"0,00055","0,00000","0,00055",2,0,2,1,"5,00",Máximo,"160,3027266","7,353432286","7,162",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12769,77578956,320360105000017,Rural,3203601,Mucurici,Espírito Santo,8,"0,017","0,025","0,025","146,858","0,6809304736","0,227","0,319","0,546",3.852,"0,22698","0,31907","0,54605",874,1.229,2.103,1,"1,00",Mínimo,"160,3027266","10,47431519","0,005",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12770,775788892,320360105000017,Rural,3203601,Mucurici,Espírito Santo,8,"0,009","0,000","0,000","5,429","18,42125397","0,001","0,000","0,001",3.852,"0,00098","0,00000","0,00098",4,0,4,1,"5,00",Máximo,"160,3027266","5,485806463","0,164",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12771,775789444,320360105000017,Rural,3203601,Mucurici,Espírito Santo,8,"0,012","0,001","0,001","7,507","13,32120446","0,002","0,000","0,002",3.852,"0,00188","0,00000","0,00188",7,0,7,1,"5,00",Máximo,"160,3027266","7,259646255","7,26",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12772,77578971,320360105000017,Rural,3203601,Mucurici,Espírito Santo,8,"0,374","0,010","0,040","10,830","9,233435445","0,004","0,000","0,004",3.852,"0,00391","0,00000","0,00391",15,0,15,1,"4,00",Alto,"160,3027266","10,88338066","0,687",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12773,7757894421,320360105000017,Rural,3203601,Mucurici,Espírito Santo,8,"0,053","0,000","0,003","4,753","21,03746558","0,001","0,000","0,001",3.852,"0,00075","0,00000","0,00075",3,0,3,1,"5,00",Máximo,"160,3027266","3,796452827","2,906",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12774,775789454,320360105000017,Rural,3203601,Mucurici,Espírito Santo,8,"0,011","0,000","0,000","4,463","22,40739815","0,001","0,000","0,001",3.852,"0,00066","0,00000","0,00066",3,0,3,1,"5,00",Máximo,"160,3027266","6,39175148","6,392",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12775,77578893,320360105000017,Rural,3203601,Mucurici,Espírito Santo,8,"0,183","0,032","0,038","20,876","4,790083219","0,015","0,000","0,015",3.852,"0,01453","0,00000","0,01453",56,0,56,1,"3,00",Médio,"160,3027266","35,54432823","0,003","0,000673","0,00001893410379","0,00000005680231138","0,0006729937853","0,00008440165139","0,000","3,000",Médio,"272,51"
12776,775789491,320360105000017,Rural,3203601,Mucurici,Espírito Santo,8,"0,090","0,001","0,027","30,003","3,333013028","0,030","0,000","0,030",3.852,"0,03001","0,00000","0,03001",116,0,116,1,"3,00",Médio,"160,3027266","6,077794561","0,122",0,0,0,0,0,"0,000","0,000",#N/A,#DIV/0!
12777,775789522,320360105000017,Rural,3203601,Mucurici,Espírito Santo,8,"0,011","0,000","0,000","2,958","33,80492733","0,000","0,000","0,000",3.852,"0,00029","0,00000","0,00029",1,0,1,1,"5,00",Máximo,"160,3027266","6,662387179","3,295","0,000000231","0,00000003467225692","0,0000001142450866","0,0000002309865756","0,4945674743","2,473","5,000",Máximo,"47186,15"
